,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
2870,755/D," There are only two numbers in the input: n and k (5_____106, 2______-2, gcd(n,_)=1).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2871,755/E," The only one input line contains two integers n and k (2_____1000, 1_____1000), representing graph's size and sought colorfulness.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2872,755/F," The first line of input contains two integers n and k (2_____106, 0______), representing the number of Balls and the number of Balls who will forget to bring their presents. The second line contains the permutation p of integers from 1 to n, where pi is the index of Ball who should get a gift from the i-th Ball. For all i, pi___ holds.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2873,755/G," There are exactly two numbers n and k (1_____109, 1___<215), denoting the number of Balls and the maximim number of groups, respectively.",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2874,756/A," The first line contain the integer n (1_____2Â·105)   the number of skewers. The second line contains a sequence of integers p1,_2,...,_n (1___i___)   the permutation, according to which Pavel wants to move the skewers. The third line contains a sequence b1,_2,...,_n consisting of zeros and ones, according to which Pavel wants to reverse the skewers.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2875,756/B," The first line of input contains integer number n (1_____105)   the number of trips made by passenger. Each of the following n lines contains the time of trip ti (0___i__109), measured in minutes from the time of starting the system. All ti are different, given in ascending order, i. e. ti+1>_i holds for all 1___<_.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2876,756/C," The first line contains the integer m (1_____105)   the number of operations Nikita made. The next m lines contain the operations Nikita remembers. The i-th line starts with two integers pi and ti (1___i___, ti=0 or ti=1)   the index of operation he remembers on the step i, and the type of the operation. ti equals 0, if the operation is pop(), and 1, is the operation is push(x). If the operation is push(x), the line also contains the integer xi (1___i__106)   the integer added to the stack. It is guaranteed that each integer from 1 to m is present exactly once among integers pi.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2877,756/D, The first line contains an integer n   the number of regions in the testtube (1_____5000). The second line contains n small Latin letters that describe the initial population of the testtube.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2878,756/E," The first line contains single integer n (1_____3Â·105)   the number of coin types. The second line contains n-1 integers a1, a2, ..., an-1 (1___k__109)   the ratios between the coin types denominations. It is guaranteed that for each x there are at most 20 coin types of denomination x. The third line contains n non-negative integers b1, b2, ..., bn   the number of coins of each type Byteasar has. It is guaranteed that the sum of these integers doesn't exceed 3Â·105. The fourth line contains single integer m (0___<1010000)   the amount in tugricks Byteasar needs to pay.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,756/F," The only line contains a non-empty string at most 105 characters long which is valid according to the given grammar. In particular, it means that in terms l-r l___ holds.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2880,757/A,"  contains a single line containing a string s (1____|s|____105)   the text on the front page of the newspaper without spaces and punctuation marks. |s| is the length of the string s. The string s contains lowercase and uppercase English letters, i.e. .",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2881,757/B," The input consists of two lines. The first line contains an integer n (1_____105), the number of Pokemon in the lab. The next line contains n space separated integers, where the i-th of them denotes si (1___i__105), the strength of the i-th Pokemon.",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2882,757/C," The first line contains two integers n and m (1_____105, 1_____106)   the number of gyms and the number of Pokemon types. The next n lines contain the description of Pokemons in the gyms. The i-th of these lines begins with the integer gi (1___i__105)   the number of Pokemon in the i-th gym. After that gi integers follow, denoting types of the Pokemons in the i-th gym. Each of these integers is between 1 and m. The total number of Pokemons (the sum of all gi) does not exceed 5Â·105.",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2883,757/D," The input consists of two lines. The first line consists an integer n (1_____75)   the length of the PokeBlock. The next line contains the PokeBlock, a binary string of length n.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,757/E," The first line contains an integer q (1_____106)   the number of values Bash wants to know. Each of the next q lines contain two integers r and n (0_____106, 1_____106), which denote Bash wants to know the value fr(n).",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2885,757/F," The first line contains three space separated integers n, m and s (2_____2Â·105, , 1______)   the number of cities and the number of roads in the Himalayan region and the city Bash lives in. Each of the next m lines contain three space-separated integers u, v and w (1___,____, u___, 1_____109) denoting that there exists a road between city u and city v of length w meters. It is guaranteed that no road connects a city to itself and there are no two roads that connect the same pair of cities.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2886,757/G," The first line contains two integers n and q (1_____2Â·105, 1_____2Â·105)   the number of nodes in the tree and the number of queries, respectively. The next line contains n space-separated integers   the sequence a1,_2,...,_n which is a permutation of 1,2,...,_. Each of the next n-1 lines contain three space-separated integers u, v, and w denoting that there exists an undirected edge between node u and node v of weight w, (1___,____, u___, 1_____106). It is guaranteed that the given graph is a tree. Each query consists of two lines. First line contains single integer t, indicating the type of the query. Next line contains the description of the query: t = 1: Second line contains three integers a, b and c (1___,_,_<230) using which l, r and v can be generated using the formula given below: , , . t = 2: Second line contains single integer a (1___<230) using which x can be generated using the formula given below: . The ansi is the answer for the i-th query, assume that ans0=0. If the i-th query is of type 2 then ansi = ansi-1. It is guaranteed that: for each query of type 1: 1_________, 1______, for each query of type 2: 1______-1. The operation means bitwise exclusive OR.",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2887,758/A," The first line contains the integer n (1_____100)   the number of citizens in the kingdom. The second line contains n integers a1,_2,...,_n, where ai (0___i__106)   the welfare of the i-th citizen.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2888,758/B," The first and the only line contains the string s (4__|s|__100), which describes the garland, the i-th symbol of which describes the color of the i-th light bulb in the order from the beginning of garland: 'R'   the light bulb is red, 'B'   the light bulb is blue, 'Y'   the light bulb is yellow, 'G'   the light bulb is green, '!'   the light bulb is dead. The string s can not contain other symbols except those five which were described. It is guaranteed that in the given string at least once there is each of four letters 'R', 'B', 'Y' and 'G'. It is guaranteed that the string s is correct garland with some blown light bulbs, it means that for example the line ""GRBY!!!B"" can not be in the input data.",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2889,758/C," The first and the only line contains five integers n, m, k, x and y (1___,___100,1_____1018,1______,1______).",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2890,758/D," The first line contains the integer n (2_____109). The second line contains the integer k (0___<1060), it is guaranteed that the number k contains no more than 60 symbols. All digits in the second line are strictly less than n. Alexander guarantees that the answer exists and does not exceed 1018. The number k doesn't contain leading zeros.",1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2891,758/E," The first line contains the integer n (1_____2Â·105)   the number of vertices in the tree. The next n-1 lines contains the description of edges. Each line contains four integers x, y, w, p (1___,____,1_____109,0_____109), where x and y   vertices which connect the edge (the vertex number x is the parent of the vertex number y), w and p are the weight and the strength of the edge, accordingly. It is guaranteed that the edges describe the tree with the root in the vertex 1.",0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
2892,758/F," The first and the only line cotains three integers n, l and r (1_____107,1________107).",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2893,76/B," The first line of the input contains four integer numbers N (1_____105), M (0_____105), Y0 (0___0__107), Y1 (0___1__107, Y0___1). The second line contains a strictly increasing sequence of N numbers   x coordinates of mice. Third line contains a strictly increasing sequence of M numbers   x coordinates of cheese. All coordinates are integers and do not exceed 107 by absolute value.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2894,76/C," The first line of the input contains three integer numbers N (1_____200000)   length of the genome of base organism, K (1_____22)   the maximal index of gene type in the genome and T (1_____2Â·109)   maximal allowable risk of disease occurence. The second line contains the genome of the given organism. It is a string of the first K capital English letters having length N. The third line contains K numbers t1,_2,...,_K, where ti is additional risk value of disease occurence provided by removing of all genes of the i-th type. The following K lines contain the elements of the given matrix ai,_. The i-th line contains K numbers. The j-th number of the i-th line stands for a risk of disease occurence for the pair of genes, first of which corresponds to the i-th letter and second of which corresponds to the j-th letter. The given matrix is not necessarily symmetrical. All the numbers in the input are integer, non-negative and all of them except T are not greater than 109. It is guaranteed that the maximal possible risk of organism that can be obtained from the given organism is strictly smaller than 231.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,76/D," The first line contains integer number A and the second line contains integer number B (0___,___264-1).",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2896,76/F," The first line of input contains single integer number N (1_____100000)   number of interesting events. The following N lines contain two integers xi and ti   coordinate and time of the i-th event. The last line of the input contains integer V   maximum speed of the tourist. All xi will be within range -2Â·108___i__2Â·108, all ti will be between 1 and 2Â·106 inclusive. V will be positive and will not exceed 1000. The input may contain events that happen at the same time or in the same place but not in the same place at the same time.",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2897,760/A," The only line contain two integers m and d (1_____12, 1_____7)   the number of month (January is the first month, December is the twelfth) and the weekday of the first date of this month (1 is Monday, 7 is Sunday).",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2898,760/B," The only line contain three integers n, m and k (1________109, 1______)   the number of hobbits, the number of pillows and the number of Frodo's bed.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2899,761/A," In the only line you are given two integers a, b (0___,___100)   the number of even and odd steps, accordingly.",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2900,761/B," The first line contains two integers n and L (1_____50, n_____100)   the number of barriers on a track and its length. The second line contains n distinct integers in the ascending order   the distance from Kefa's start to each barrier in the order of its appearance. All integers are in the range from 0 to L-1 inclusively. The second line contains n distinct integers in the ascending order   the distance from Sasha's start to each barrier in the order of its overcoming. All integers are in the range from 0 to L-1 inclusively.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2901,761/C," The first line contains two integers n, m (3_____50,1_____50)   the length of the password and the length of strings which are assigned to password symbols. Each of the next n lines contains the string which is assigned to the i-th symbol of the password string. Its length is m, it consists of digits, lowercase English letters, and characters '#', '*' or '&'. You have such input data that you can always get a valid password.",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2902,761/D," The first line contains three integers n, l, r (1_____105,1________109)   the length of the sequence and boundaries of the segment where the elements of sequences a and b are. The next line contains n integers a1,__2,_...,__n (l___i___)   the elements of the sequence a. The next line contains n distinct integers p1,__2,_...,__n (1___i___)   the compressed sequence of the sequence c.",0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
2903,761/E," The first line contains single integer n (1_____30)   the number of vertices in the tree. Each of next n-1 lines contains two integers ui, vi (1___i,_i___) that mean that the i-th edge of the tree connects vertices ui and vi. It is guaranteed that the described graph is a tree.",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
2904,761/F," The first line contains three integers n, m, k (1___,___103,1_____3Â·105)   the number of strings in the photo-template, the number of columns and the number of special photos which are interesting for Dasha. The next n lines contains the string with m length which consists of little Latin characters   the description of the photo-template. Each of the next k lines contains the description of the special photo in the following format, ""ai bi ci di ei"" (1___i___i___,1___i___i___), where (ai,_i)   is the coordinate of the upper left corner of the rectangle, (ci,_i)   is the description of the lower right corner, and ei   is the little Latin letter which replaces the photo-template in the described rectangle.",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2905,762/A," The first line contains two integers n and k (1_____1015, 1_____109).",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2906,762/B," The first line contains three integers a, b and c (0___,_,___105)    the number of computers that only have USB ports, the number of computers, that only have PS/2 ports, and the number of computers, that have both options, respectively. The next line contains one integer m (0_____3Â·105)    the number of mouses in the price list. The next m lines each describe another mouse. The i-th line contains first integer vali (1___ali__109)    the cost of the i-th mouse, then the type of port (USB or PS/2) that is required to plug the mouse in.",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2907,762/C," The first line contains string a, and the second line   string b. Both of these strings are nonempty and consist of lowercase letters of English alphabet. The length of each string is no bigger than 105 characters.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2908,762/D, The first line contains an integer n (1_____105)    the number of columns in the table. Next three lines contain n integers each    the description of the table. The j-th number in the i-th line corresponds to the cell aij (-109___ij__109) of the table.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2909,762/E," The first line contains two integers n and k (1_____105, 0_____10)   the number of radio stations and the maximum difference in the frequencies for the pair of stations that reach each other to be considered bad. In the next n lines follow the descriptions of radio stations. Each line contains three integers xi, ri and fi (1___i,_i__109, 1___i__104)   the coordinate of the i-th radio station, it's broadcasting range and it's broadcasting frequency. No two radio stations will share a coordinate.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2910,762/F," The first line contains a single integer |S| (1__|S|__1000)   the number of vertices of tree S. Next |S|-1 lines contain two integers ui and vi (1___i,_i__|S|) and describe edges of tree S. The next line contains a single integer |T| (1__|T|__12)   the number of vertices of tree T. Next |T|-1 lines contain two integers xi and yi (1___i,_i__|T|) and describe edges of tree T.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2911,763/A," The first line contains single integer n (2_____105)   the number of vertices in the tree. Each of the next n-1 lines contains two integers u and v (1___,____, u___), denoting there is an edge between vertices u and v. It is guaranteed that the given graph is a tree. The next line contains n integers c1,_2,...,_n (1___i__105), denoting the colors of the vertices.",0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
2912,763/B," The first line contains single integer n (1_____5Â·105)   the number of rectangles. n lines follow. The i-th of these lines contains four integers x1, y1, x2 and y2 (-109___1<_2__109, -109___1<_2__109), that means that points (x1,_1) and (x2,_2) are the coordinates of two opposite corners of the i-th rectangle. It is guaranteed, that all sides of the rectangles have odd lengths and rectangles don't intersect each other.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2913,763/C," The first line contains two integers m and n (2_____109+7, 1_____105, m is prime)   Timofey's favorite prime module and the length of the sequence. The second line contains n distinct integers a1,_2,...,_n (0___i<_)   the elements of the sequence.",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2914,763/D," First line contains single integer n (1_____105)   number of vertices in the tree. Each of the next n-1 lines contains two integers ui and vi (1___i,_i__105, ui___i), denoting the vertices the i-th edge connects. It is guaranteed that the given graph is a tree.",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2915,763/E," The first line contains integers n and k (1_____105, 1_____5), where n is the number of trees, and k is the maximum possible distance between friend families. The next line contains single integer m (0______Â·k)   the number of pair of friend families. Each of the next m lines contains two integers u and v (1___,___105), that means that the families on trees u and v are friends. It is guaranteed that u___ and |u-_|___. All the given pairs are distinct. The next line contains single integer q (1_____105)   the number of situations you need to calculate the answer in. Each of the next q lines contains two integers l and r (1________105), that means that in this situation families that have flown away lived on such trees x, so that either x<_ or x>_.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2916,764/A," The only string contains three integers   n, m and z (1___,_,___104).",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2917,764/B," The first line contains single integer n (1_____2Â·105)   the number of cubes. The second line contains n integers a1,_2,...,_n (-109___i__109), where ai is the number written on the i-th cube after Dima has changed their order.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2918,765/A," In the first line of input there is a single integer n: the number of Jinotega's flights (1_____100). In the second line there is a string of 3 capital Latin letters: the name of Jinotega's home airport. In the next n lines there is flight information, one flight per line, in form ""XXX->YYY"", where ""XXX"" is the name of departure airport ""YYY"" is the name of arrival airport. Exactly one of these airports is Jinotega's home airport. It is guaranteed that flights information is consistent with the knowledge of Jinotega's friends, which is described in the main part of the statement.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2919,765/B, In the only line of input there is a string S of lowercase English letters (1__|S|__500)   the identifiers of a program with removed whitespace characters.,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2920,765/C," The first line contains three space-separated integers k, a and b (1_____109, 0___,___109, a+_>0).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,765/D," The first line contains an integer n (1_____105). The second line contains n space-separated integers   values f(1),...,_(n) (1___(i)___).",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2922,765/E," The first line of input contains the number of vertices n (2_____2Â·105). Next n-1 lines describe edges of the tree. Each of these lines contains two space-separated integers u and v (1___,____, u___)   indices of endpoints of the corresponding edge. It is guaranteed that the given graph is a tree.",0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
2923,765/F," The first line contains an integer n (2_____105). The second line contains n space-separated integers a1, ..., an (0___i__109). The third line contains the number of queries m (1_____3Â·105). Next m lines describe the queries. i-th of these lines contains two space-separated integers li and ri denoting the range of shops working on i-th day (1___i<_i___).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2924,765/G," In the first line of input there is a string s consisting of 0's and 1's (1__|s|__40). In the next line of input there is an integer n (1_____5Â·105). Each of the next n lines contains two space-separated integers pi, Î±i (1___i,____109, pi is prime). All pi are distinct.",1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2925,766/A," The first line contains string a, and the second line   string b. Both of these strings are non-empty and consist of lowercase letters of English alphabet. The length of each string is not bigger than 105 characters.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2926,766/B," The first line contains single integer n (3_____105)   the number of line segments Mahmoud has. The second line contains n integers a1,_2,...,_n (1___i__109)   the lengths of line segments Mahmoud has.",1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
2927,766/C," The first line contains an integer n (1_____103) denoting the length of the message. The second line contains the message s of length n that consists of lowercase English letters. The third line contains 26 integers a1,_2,...,_26 (1___x__103)   the maximum lengths of substring each letter can appear in.",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
2928,766/D," The first line of input contains three integers n, m and q (2_____105, 1___,___105) where n is the number of words in the dictionary, m is the number of relations Mahmoud figured out and q is the number of questions Mahmoud asked after telling all relations. The second line contains n distinct words a1,_2,...,_n consisting of small English letters with length not exceeding 20, which are the words in the dictionary. Then m lines follow, each of them contains an integer t (1_____2) followed by two different words xi and yi which has appeared in the dictionary words. If t=1, that means xi has a synonymy relation with yi, otherwise xi has an antonymy relation with yi. Then q lines follow, each of them contains two different words which has appeared in the dictionary. That are the pairs of words Mahmoud wants to know the relation between basing on the relations he had discovered. All words in input contain only lowercase English letters and their lengths don't exceed 20 characters. In all relations and in all questions the two words are different.",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
2929,766/E," The first line contains integer n (1_____105)   the number of cities in Mahmoud and Ehab's country. Then the second line contains n integers a1,_2,...,_n (0___i__106) which represent the numbers attached to the cities. Integer ai is attached to the city i. Each of the next n_-_1 lines contains two integers u and v (1_____,_______, u_____), denoting that there is an undirected road between cities u and v. It's guaranteed that you can reach any city from any other using these roads.",1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
2930,767/A," The first line contains single integer n (1_____100000)   the total number of snacks. The second line contains n integers, the i-th of them equals the size of the snack which fell on the i-th day. Sizes are distinct integers from 1 to n.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2931,767/B," The first line contains three integers: the point of time when the receptionist begins to work ts, the point of time when the receptionist stops working tf and the time the receptionist spends on each visitor t. The second line contains one integer n   the amount of visitors (0_____100000). The third line contains positive integers in non-decreasing order   the points of time when the visitors arrive to the passport office. All times are set in minutes and do not exceed 1012; it is guaranteed that ts<_f. It is also guaranteed that Vasya can arrive at the passport office at such a point of time that he would be served by the receptionist.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2932,767/C," The first line contains single integer n (3_____106)   the number of lamps in the garland. Then n lines follow. The i-th of them contain the information about the i-th lamp: the number lamp ai, it is hanging on (and 0, if is there is no such lamp), and its temperature ti (-100___i__100). The lamps are numbered from 1 to n.",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
2933,767/D," In the first line there are three integers n, m, k (1___,___106, 1______+_)   the amount of cartons in Olya's fridge, the amount of cartons in the shop and the number of cartons Olya drinks each day. In the second line there are n integers f1,_2,...,_n (0___i__107)   expiration dates of the cartons in Olya's fridge. The expiration date is expressed by the number of days the drinking of this carton can be delayed. For example, a 0 expiration date means it must be drunk today, 1   no later than tomorrow, etc. In the third line there are m integers s1,_2,...,_m (0___i__107)   expiration dates of the cartons in the shop in a similar format.",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
2934,767/E," The first line contains two integers n and m (1_____105, 0_____109)   the amount of days Arseny planned his actions for and the amount of coins he currently has. The second line contains a sequence of integers c1,_2,...,_n (1___i__105)   the amounts of money in rubles which Arseny is going to spend for each of the following days. The third line contains a sequence of integers w1,_2,...,_n (1___i__105)   the cashier's dissatisfaction coefficients for each of the following days.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2935,768/A," First line consists of a single integer n (1_____105)   the number of stewards with Jon Snow. Second line consists of n space separated integers a1,_2,...,_n (0___i__109) representing the values assigned to the stewards.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2936,768/B," The first line contains three integers n, l, r (0___<250, 0___-___105, r__1, l__1)  initial element and the range l to r. It is guaranteed that r is not greater than the length of the final list.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2937,768/C," First line consists of three integers n, k, x (1_____105, 0_____105, 0_____103)   number of rangers Jon has, the number of times Jon will carry out the operation and Jon's favourite number respectively. Second line consists of n integers representing the strengths of the rangers a1,_2,...,_n (0___i__103).",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
2938,768/D," First line consists of two space separated integers k, q (1___,___1000)   number of different kinds of orbs and number of queries respectively. Each of the next q lines contain a single integer pi (1___i__1000)   i-th query.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,768/E, First line consists of a single integer n (1_____106)   the number of piles. Each of next n lines contains an integer si (1___i__60)   the number of stones in i-th pile.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,768/F," The first line of input contains three integers f, w, h (0___,_,___105)   number of food boxes, number of wine barrels and h is as described above. It is guaranteed that he has at least one food box or at least one wine barrel.",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2941,768/G," The first line of the input contains an integer n (1_________105)   the number of vertices in the tree. Each of the next n lines contains a pair of vertex indices ui and vi (1_____i,__i_____) where ui is the parent of vi. If ui=0 then vi is the root.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2942,77/E, The first line contains integer t (1_____104)   amount of testcases. Each of the following t lines contain three positive integers: the radii of the plate and a portion of the Golden Honduras R and r (1___<___104) and the number k (1_____104). In the pretests 1_____2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2943,771/A," The first line of the input contain two integers n and m (3_____150000, )   the number of members and the number of pairs of members that are friends. The i-th of the next m lines contains two distinct integers ai and bi (1___i,_i___,_i___i). Members ai and bi are friends with each other. No pair of members will appear more than once in the input.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2944,771/B," The first line of the input contains two integers n and k (2________50)   the number of soldiers and the size of a group respectively. The second line contains n-_+1 strings s1,_2,...,_n-_+1. The string si is ""YES"" if the group of soldiers i through i+_-1 is effective, and ""NO"" otherwise.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2945,771/C," The first line of the input contains two integers n and k (2_____200000, 1_____5)   the number of vertices in the tree and the maximum allowed jump distance respectively. The next n-1 lines describe edges in the tree. The i-th of those lines contains two integers ai and bi (1___i,_i___)   the indices on vertices connected with i-th edge. It's guaranteed that the given edges form a tree.",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2946,771/D," The first line of the input contains an integer n (1_____75)   the length of the string. The second line contains a string s, consisting of uppercase English letters. The length of the string is equal to n.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,771/E," The first line of the input contains an integer n (1_____300000)   the number of columns in the grid. The next two lines contain numbers in the grid. The i-th of those two lines contains n integers ti,1,_i,2,...,_i,_ (-109___i,___109).",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2948,771/F," The first line of the input contains an integer T (1_____500)   the number of test cases. The description of the test cases follows. The first line of the description of a test case contains an integer n (3_____200000)   the number of houses. The i-th of the next n lines contains two integers xi and yi (-106___i,_i__106)   coordinates of the i-th house. No two houses are located at the same point in the same test case. Limak lives in the first house. The sum of n won't exceed 200000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2949,772/A," The first line contains two integers, n and p (1_____100000, 1_____109)   the number of devices and the power of the charger. This is followed by n lines which contain two integers each. Line i contains the integers ai and bi (1___i,_i__100000)   the power of the device and the amount of power stored in the device in the beginning.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2950,772/B," The first line has one integer n (4_____1000)   the number of vertices. The next n lines contain the coordinates of the vertices. Line i contains two integers xi and yi (-109___i,_i__109)   the coordinates of the i-th vertex. These points are guaranteed to be given in clockwise order, and will form a strictly convex polygon (in particular, no three consecutive points lie on the same straight line).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2951,772/C," The first line of input contains two integers n and m (0___<___200000)   the number of forbidden prefix products and the modulus. If n is non-zero, the next line of input contains n distinct integers between 0 and m-1, the forbidden prefix products. If n is zero, this line doesn't exist.",1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2952,772/D," The first line contains the integer n (1_____1000000)   the size of list T. The next line contains n space-separated integers, a1,_2,...,_n (0___i__999999)   the elements of the list.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,772/E, The first line of input will contain a single integer n (3_____1000)   the number of leaves in the tree.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2954,773/A," The first line contains a single integer t (1_____1000)   the number of test cases. Each of the next t lines contains four integers x, y, p and q (0________109; 0________109; y>0; q>0). It is guaranteed that p/_ is an irreducible fraction. Hacks. For hacks, an additional constraint of t__5 must be met.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2955,773/B," The first line contains a single integer n (2_____120)   the number of round participants, including Vasya and Petya. Each of the next n lines contains five integers ai,1,_i,2...,_i,5 (-1___i,___119)   the number of minutes passed between the beginning of the round and the submission of problem j by participant i, or -1 if participant i hasn't solved problem j. It is guaranteed that each participant has made at least one successful submission. Vasya is listed as participant number 1, Petya is listed as participant number 2, all the other participants are listed in no particular order.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2956,773/C," The first line contains a single integer n (1_____105)   the number of numbers given from Alice to Borys. The second line contains n integers a1,_2,...,_n (1___i__1012; a1___2__...___n)   the numbers given from Alice to Borys.",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2957,773/D," The first line contains a single integer n (2_____2000)   the number of cities in Never. The following n-1 lines contain the description of the road network. The i-th of these lines contains n-_ integers. The j-th integer in the i-th line denotes the perishability of the road between cities i and i+_. All road perishabilities are between 1 and 109, inclusive.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2958,773/E," The first line contains a single integer n (1_____5Â·105)   the number of Codeforces users. The second line contains n integers a1,_2,...,_n (-5Â·105___i__5Â·105)   estimated blog post ratings for users in order from 1 to n.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2959,773/F," The only line contains three integers maxn, maxa and q (1___axn__30000; maxn___axa__109; 104_____105+129).",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2960,776/A," First line of input contains two names (length of each of them doesn't exceed 10), the two initials potential victims. Next line contains integer n (1_____1000), the number of days. Next n lines contains two names (length of each of them doesn't exceed 10), first being the person murdered on this day and the second being the one who replaced that person. The input format is consistent, that is, a person murdered is guaranteed to be from the two potential victims at that time. Also, all the names are guaranteed to be distinct and consists of lowercase English letters.",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2961,776/B, The only line contains single integer n (1_____100000)   the number of jewelry pieces.,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2962,776/C," The first line of input contains two integers, n and k, the number of chemicals and the number, such that the total affection value is a non-negative power of this number k. (1_____105, 1__|k|__10). Next line contains n integers a1,_2,...,_n (-109___i__109)   affection values of chemicals.",1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
