,background,input,output,math,dp,implementation,greedy,data structures,sortings,combinatorics,dfs,graphs,trees,divide and conquer,constructive algorithms,brute force,strings,binary search,bitmasks,number theory,two pointers,dsu,geometry
2178,"Three companies decided to order a billboard with pictures of their logos. A billboard is a big square board. A logo of each company is a rectangle of a non-zero area. Advertisers will put up the ad only if it is possible to place all three logos on the billboard so that they do not overlap and the billboard has no empty space left. When you put a logo on the billboard, you should rotate it so that the sides were parallel to the sides of the billboard. Your task is to determine if it is possible to put the logos of all the three companies on some square billboard without breaking any of the described rules."," The first line of the input contains six positive integers x1,_1,_2,_2,_3,_3 (1___1,_1,_2,_2,_3,_3__100), where xi and yi determine the length and width of the logo of the i-th company respectively.","If it is impossible to place all the three logos on a square shield, print a single integer ""-1"" (without the quotes).",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
554,"This is a simplified version of the task Toy Train. These two versions differ only in the constraints. Hacks for this version are disabled. Alice received a set of Toy Train from Bob. It consists of one train and a connected railway network of n n stations, enumerated from 1 1 through n n . The train occupies one station at a time and travels around the network of stations in a circular manner. More precisely, the immediate station that the train will visit after station i i is station i+1 i if 1_<n 1 or station 1 1 if i=n i . It takes the train 1 1 second to travel to its next station as described. Bob gave Alice a fun task before he left: to deliver m m candies that are initially at some stations to their independent destinations using the train. The candies are enumerated from 1 1 through m m . Candy i i ( 1__ 1 ), now at station a i a , should be delivered to station b i b ( a i  b i a ). The blue numbers on the candies correspond to b i b values. The image corresponds to the 1 1 -st example. The train has infinite capacity, and it is possible to load off any number of candies at a station. However, only at most one candy can be loaded from a station onto the train before it leaves the station. You can choose any candy at this station. The time it takes to move the candies is negligible. Now, Alice wonders how much time is needed for the train to deliver all candies. Your task is to find, for each station, the minimum time the train would need to deliver all the candies were it to start from there."," The first line contains two space-separated integers n n and m m ( 2_100 2 ; 1_200 1 )  the number of stations and the number of candies, respectively. The i i -th of the following m m lines contains two space-separated integers a i a and b i b ( 1 a i , b i _ 1 ; a i  b i a )  the station that initially contains candy i i and the destination station of the candy, respectively.","In the first and only line, print n n space-separated integers, the i i -th of which is the minimum time, in seconds, the train would need to deliver all the candies were it to start from station i i .",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
966,"It is a holiday season, and Koala is decorating his house with cool lights! He owns n n lights, all of which flash periodically. After taking a quick glance at them, Koala realizes that each of his lights can be described with two parameters a i a and b i b . Light with parameters a i a and b i b will toggle (on to off, or off to on) every a i a seconds starting from the b i b -th second. In other words, it will toggle at the moments b i b , b i + a i b , b i +2 a i b and so on. You know for each light whether it's initially on or off and its corresponding parameters a i a and b i b . Koala is wondering what is the maximum number of lights that will ever be on at the same time. So you need to find that out. Here is a graphic for the first example."," The first line contains a single integer n n ( 1_100 1 ), the number of lights. The next line contains a string s s of n n characters. The i i -th character is ""1"", if the i i -th lamp is initially on. Otherwise, i i -th character is ""0"". The i i -th of the following n n lines contains two integers a i a and b i b ( 1 a i , b i 5 1 )   the parameters of the i i -th light.",Print a single integer  the maximum number of lights that will ever be on at the same time.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,"Long story short, shashlik is Miroslav's favorite food. Shashlik is prepared on several skewers simultaneously. There are two states for each skewer: initial and turned over. This time Miroslav laid out n n skewers parallel to each other, and enumerated them with consecutive integers from 1 1 to n n in order from left to right. For better cooking, he puts them quite close to each other, so when he turns skewer number i i , it leads to turning k k closest skewers from each side of the skewer i i , that is, skewers number i_ i , i_+1 i , ..., i1 i , i+1 i , ..., i+k1 i , i+k i (if they exist). For example, let n=6 n and k=1 k . When Miroslav turns skewer number 3 3 , then skewers with numbers 2 2 , 3 3 , and 4 4 will come up turned over. If after that he turns skewer number 1 1 , then skewers number 1 1 , 3 3 , and 4 4 will be turned over, while skewer number 2 2 will be in the initial position (because it is turned again). As we said before, the art of cooking requires perfect timing, so Miroslav wants to turn over all n n skewers with the minimal possible number of actions. For example, for the above example n=6 n and k=1 k , two turnings are sufficient: he can turn over skewers number 2 2 and 5 5 . Help Miroslav turn over all n n skewers."," The first line contains two integers n n and k k ( 1_1000 1 , 0_1000 0 )  the number of skewers and the number of skewers from each side that are turned in one step.",The first line should contain integer l l   the minimum number of actions needed by Miroslav to turn over all n n skewers. After than print l l integers from 1 1 to n n denoting the number of the skewer that is to be turned over at the corresponding step.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"Salem gave you n n sticks with integer positive lengths a 1 , a 2 ,, a n a . For every stick, you can change its length to any other positive integer length (that is, either shrink or stretch it). The cost of changing the stick's length from a a to b b is |a_| | , where |x| | means the absolute value of x x . A stick length a i a is called almost good for some integer t t if | a i _|1 | . Salem asks you to change the lengths of some sticks (possibly all or none), such that all sticks' lengths are almost good for some positive integer t t and the total cost of changing is minimum possible. The value of t t is not fixed in advance and you can choose it as any positive integer. As an answer, print the value of t t and the minimum cost. If there are multiple optimal choices for t t , print any of them.", The first line contains a single integer n n ( 1_1000 1 )  the number of sticks. The second line contains n n integers a i a ( 1 a i 100 1 )  the lengths of the sticks.,"Print the value of t t and the minimum possible cost. If there are multiple optimal choices for t t , print any of them.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2306,"You are given the string s of length n and the numbers p,_. Split the string s to pieces of length p and q. For example, the string ""Hello"" for p=2, q=3 can be split to the two strings ""Hel"" and ""lo"" or to the two strings ""He"" and ""llo"". Note it is allowed to split the string s to the strings only of length p or to the strings only of length q (see the second sample test)."," The first line contains three positive integers n,_,_ (1___,______100). The second line contains the string s consists of lowercase and uppercase latin letters and digits.","If it's impossible to split the string s to the strings of length p and q print the only number ""-1"".",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1613,"You have a string s=_1s2...s|s|, where |s| is the length of string s, and si its i-th character. Let's introduce several definitions: A substring s[i..j] (1________|s|) of string s is string sisi+1...sj. The prefix of string s of length l (1_____|s|) is string s[1..l]. The suffix of string s of length l (1_____|s|) is string s[|s|-_+1..|s|]. Your task is, for any prefix of string s which matches a suffix of string s, print the number of times it occurs in string s as a substring.", The single line contains a sequence of characters s1s2...s|s| (1__|s|__105)   string s. The string only consists of uppercase English letters.,"In the first line, print integer k (0_____|s|)   the number of prefixes that match a suffix of string s. Next print k lines, in each line print two integers li ci. Numbers li ci mean that the prefix of the length li matches the suffix of length li and occurs in string s as a substring ci times. Print pairs li ci in the order of increasing li.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1995,"We have an old building with n+2 columns in a row. These columns support the ceiling. These columns are located in points with coordinates 0=_0<_1<...<_n<_n+1. The leftmost and the rightmost columns are special, we will call them bearing, the other columns are ordinary. For each column we know its durability di. Let's consider an ordinary column with coordinate x. Let's assume that the coordinate of the closest to it column to the left (bearing or ordinary) is a and the coordinate of the closest to it column to the right (also, bearing or ordinary) is b. In this task let's assume that this column supports the segment of the ceiling from point to point (here both fractions are considered as real division). If the length of the segment of the ceiling supported by the column exceeds di, then the column cannot support it and it crashes after a while, and after that the load is being redistributeed between the neighbouring columns according to the same principle. Thus, ordinary columns will be crashing for some time until the process stops at some state. One can prove that the set of the remaining columns doesn't depend on the order in which columns crash. If there are only two bearing columns left in the end, then we assume that the whole construction crashes under the weight of the roof. But if at least one ordinary column stays in addition to the bearing ones, then the building doesn't crash. To make the building stronger, we can add one extra ordinary column of arbitrary durability d' at any (not necessarily integer) point 0<_'<_n+1. If point x' is already occupied by an ordinary column, it is replaced by a new one. Your task is to find out: what minimal durability can the added column have so that the building doesn't crash?"," The first line contains integer n (1_____105)   the number of ordinary columns. The second line contains n+2 integers x0,_1,...,_n,_n+1 (x0=0, xi<_i+1 for 0______, xn+1__109)   the coordinates of the columns. The third line contains n integers d1,_2,...,_n (1___i__109).","Print a single number   the minimum possible durability of the column that you need to add in order to make the building stay. If you do not have to add the column, please print 0. Your answer will be checked with the relative or absolute error 10-4.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,"After overcoming the stairs Dasha came to classes. She needed to write a password to begin her classes. The password is a string of length n which satisfies the following requirements: There is at least one digit in the string, There is at least one lowercase (small) letter of the Latin alphabet in the string, There is at least one of three listed symbols in the string: '#', '*', '&'. Considering that these are programming classes it is not easy to write the password. For each character of the password we have a fixed string of length m, on each of these n strings there is a pointer on some character. The i-th character displayed on the screen is the pointed character in the i-th string. Initially, all pointers are on characters with indexes 1 in the corresponding strings (all positions are numbered starting from one). During one operation Dasha can move a pointer in one string one character to the left or to the right. Strings are cyclic, it means that when we move the pointer which is on the character with index 1 to the left, it moves to the character with the index m, and when we move it to the right from the position m it moves to the position 1. You need to determine the minimum number of operations necessary to make the string displayed on the screen a valid password."," The first line contains two integers n, m (3_____50,1_____50)   the length of the password and the length of strings which are assigned to password symbols. Each of the next n lines contains the string which is assigned to the i-th symbol of the password string. Its length is m, it consists of digits, lowercase English letters, and characters '#', '*' or '&'. You have such input data that you can always get a valid password.","Print one integer   the minimum number of operations which is necessary to make the string, which is displayed on the screen, a valid password.",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2594,"Programmer Sasha has recently begun to study data structures. His coach Stas told him to solve the problem of finding a minimum on the segment of the array in , which Sasha coped with. For Sasha not to think that he had learned all, Stas gave him a new task. For each segment of the fixed length Sasha must find the maximum element of those that occur on the given segment exactly once. Help Sasha solve this problem."," The first line contains two positive integers n and k (1_____105,1______)   the number of array elements and the length of the segment. Then follow n lines: the i-th one contains a single number ai (-109___i__109).","Print n_+1 numbers, one per line: on the i-th line print of the maximum number of those numbers from the subarray ai ai+1  ai+_-1 that occur in this subarray exactly 1 time. If there are no such numbers in this subarray, print ""Nothing"".",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,"Bob has a string s s consisting of lowercase English letters. He defines s  s to be the string after removing all ""a"" characters from s s (keeping all other characters in the same order). He then generates a new string t t by concatenating s s and s  s . In other words, t=s+ s  t (look at notes for an example). You are given a string t t . Your task is to find some s s that Bob could have used to generate t t . It can be shown that if an answer exists, it will be unique.", The first line of input contains a string t t ( 1|t| 10 5 1 ) consisting of lowercase English letters.,"Print a string s s that could have generated t t . It can be shown if an answer exists, it is unique. If no string exists, print "":("" (without double quotes, there is no space between the characters).",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
707,"There are n n people in a row. The height of the i i -th person is a i a . You can choose any subset of these people and try to arrange them into a balanced circle. A balanced circle is such an order of people that the difference between heights of any adjacent people is no more than 1 1 . For example, let heights of chosen people be [ a i 1 , a i 2 ,, a i k ] [ , where k k is the number of people you choose. Then the condition | a i j  a i j+1 |1 | should be satisfied for all j j from 1 1 to k1 k and the condition | a i 1  a i k |1 | should be also satisfied. |x| | means the absolute value of x x . It is obvious that the circle consisting of one person is balanced. Your task is to choose the maximum number of people and construct a balanced circle consisting of all chosen people. It is obvious that the circle consisting of one person is balanced so the answer always exists."," The first line of the input contains one integer n n ( 1_2 10 5 1 )  the number of people. The second line of the input contains n n integers a 1 , a 2 ,, a n a ( 1 a i 2 10 5 1 ), where a i a is the height of the i i -th person.",In the first line of the output print k k  the number of people in the maximum balanced circle.,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1194,"You have been offered a job in a company developing a large social network. Your first task is connected with searching profiles that most probably belong to the same user. The social network contains n registered profiles, numbered from 1 to n. Some pairs there are friends (the ""friendship"" relationship is mutual, that is, if i is friends with j, then j is also friends with i). Let's say that profiles i and j (i___) are doubles, if for any profile k (k___, k___) one of the two statements is true: either k is friends with i and j, or k isn't friends with either of them. Also, i and j can be friends or not be friends. Your task is to count the number of different unordered pairs (i,_), such that the profiles i and j are doubles. Note that the pairs are unordered, that is, pairs (a,_) and (b,_) are considered identical."," The first line contains two space-separated integers n and m (1_____106, 0_____106),  the number of profiles and the number of pairs of friends, correspondingly. Next m lines contains descriptions of pairs of friends in the format ""v u"", where v and u (1___,____,____) are numbers of profiles that are friends with each other. It is guaranteed that each unordered pair of friends occurs no more than once and no profile is friends with itself.",Print the single integer  the number of unordered pairs of profiles that are doubles.,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1034,"Alex decided to go on a touristic trip over the country. For simplicity let's assume that the country has n n cities and m m bidirectional roads connecting them. Alex lives in city s s and initially located in it. To compare different cities Alex assigned each city a score w i w which is as high as interesting city seems to Alex. Alex believes that his trip will be interesting only if he will not use any road twice in a row. That is if Alex came to city v v from city u u , he may choose as the next city in the trip any city connected with v v by the road, except for the city u u . Your task is to help Alex plan his city in a way that maximizes total score over all cities he visited. Note that for each city its score is counted at most once, even if Alex been there several times during his trip."," First line of input contains two integers n n and m m , ( 1_2 10 5 1 , 0_2 10 5 0 ) which are numbers of cities and roads in the country. Second line contains n n integers w 1 , w 2 ,, w n w ( 0 w i  10 9 0 ) which are scores of all cities. The following m m lines contain description of the roads. Each of these m m lines contains two integers u u and v v ( 1_,v_ 1 ) which are cities connected by this road. It is guaranteed that there is at most one direct road between any two cities, no city is connected to itself by the road and, finally, it is possible to go from any city to any other one using only roads. The last line contains single integer s s ( 1__ 1 ), which is the number of the initial city.",Output single integer which is the maximum possible sum of scores of visited cities.,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
963,"You are given two integers n n and k k . You need to construct k k regular polygons having same circumcircle, with distinct number of sides l l between 3 3 and n n . Illustration for the first example. You can rotate them to minimize the total number of distinct points on the circle. Find the minimum number of such points."," The only line of input contains two integers n n and k k ( 3_ 10 6 3 , 1__2 1 ), the maximum number of sides of a polygon and the number of polygons to construct, respectively.",Print a single integer  the minimum number of points required for k k polygons.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1479,"You will receive 3 points for solving this problem. Manao is designing the genetic code for a new type of algae to efficiently produce fuel. Specifically, Manao is focusing on a stretch of DNA that encodes one protein. The stretch of DNA is represented by a string containing only the characters 'A', 'T', 'G' and 'C'. Manao has determined that if the stretch of DNA contains a maximal sequence of consecutive identical nucleotides that is of even length, then the protein will be nonfunctional. For example, consider a protein described by DNA string ""GTTAAAG"". It contains four maximal sequences of consecutive identical nucleotides: ""G"", ""TT"", ""AAA"", and ""G"". The protein is nonfunctional because sequence ""TT"" has even length. Manao is trying to obtain a functional protein from the protein he currently has. Manao can insert additional nucleotides into the DNA stretch. Each additional nucleotide is a character from the set {'A', 'T', 'G', 'C'}. Manao wants to determine the minimum number of insertions necessary to make the DNA encode a functional protein."," The input consists of a single line, containing a string s of length n (1_____100). Each character of s will be from the set {'A', 'T', 'G', 'C'}. This problem doesn't have subproblems. You will get 3 points for the correct submission.","The program should print on one line a single integer representing the minimum number of 'A', 'T', 'G', 'C' characters that are required to be inserted into the input string in order to make all runs of identical characters have odd length.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
412,"Vasya has got an array consisting of n n integers, and two integers k k and len l in addition. All numbers in the array are either between 1 1 and k k (inclusive), or equal to 1  . The array is good if there is no segment of len l consecutive equal numbers. Vasya will replace each 1  with some number from 1 1 to k k (inclusive) in such a way that the resulting array is good. Tell him the number of ways to do this replacement. Since the answer may be large, print it modulo 998244353 998244353 ."," The first line contains three integers n,k n and len l ( 1_ 10 5 ,1_100,1_en_ 1 ). The second line contains n n numbers  the array. Each number is either 1  or between 1 1 and k k (inclusive).","Print one integer  the number of ways to replace each 1  with some number from 1 1 to k k (inclusive) so the array is good. The answer may be large, so print it modulo 998244353 998244353 .",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,"You have got a shelf and want to put some books on it. You are given q q queries of three types: L id i  put a book having index id i on the shelf to the left from the leftmost existing book; R id i  put a book having index id i on the shelf to the right from the rightmost existing book; ? id i  calculate the minimum number of books you need to pop from the left or from the right in such a way that the book with index id i will be leftmost or rightmost. You can assume that the first book you will put can have any position (it does not matter) and queries of type 3 3 are always valid (it is guaranteed that the book in each such query is already placed). You can also assume that you don't put the same book on the shelf twice, so id i s don't repeat in queries of first two types. Your problem is to answer all the queries of type 3 3 in order they appear in the input. Note that after answering the query of type 3 3 all the books remain on the shelf and the relative order of books does not change. If you are Python programmer, consider using PyPy instead of Python when you submit your code."," The first line of the input contains one integer q q ( 1_2 10 5 1 )  the number of queries. Then q q lines follow. The i i -th line contains the i i -th query in format as in the problem statement. It is guaranteed that queries are always valid (for query type 3 3 , it is guaranteed that the book in each such query is already placed, and for other types, it is guaranteed that the book was not placed before). It is guaranteed that there is at least one query of type 3 3 in the input. In each query the constraint 1_d2 10 5 1 is met.",Print answers to queries of the type 3 3 in order they appear in the input.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"Polycarp and Vasiliy love simple logical games. Today they play a game with infinite chessboard and one pawn for each player. Polycarp and Vasiliy move in turns, Polycarp starts. In each turn Polycarp can move his pawn from cell (x,_) to (x-1,_) or (x,_-1). Vasiliy can move his pawn from (x,_) to one of cells: (x-1,_),(x-1,_-1) and (x,_-1). Both players are also allowed to skip move. There are some additional restrictions  a player is forbidden to move his pawn to a cell with negative x-coordinate or y-coordinate or to the cell containing opponent's pawn The winner is the first person to reach cell (0,0). You are given the starting coordinates of both pawns. Determine who will win if both of them play optimally well."," The first line contains four integers: xp,_p,_v,_v (0___p,_p,_v,_v__105)   Polycarp's and Vasiliy's starting coordinates. It is guaranteed that in the beginning the pawns are in different cells and none of them is in the cell (0,0).","Output the name of the winner: ""Polycarp"" or ""Vasiliy"".",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Today Tavas got his test result as an integer score and he wants to share it with his girlfriend, Nafas. His phone operating system is Tavdroid, and its keyboard doesn't have any digits! He wants to share his score with Nafas via text, so he has no choice but to send this number using words. He ate coffee mix without water again, so right now he's really messed up and can't think. Your task is to help him by telling him what to type."," The first and only line of input contains an integer s (0_____99), Tavas's score.","In the first and only line of output, print a single string consisting only from English lowercase letters and hyphens ('-'). Do not use spaces.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3349,"As you may know, MemSQL has American offices in both San Francisco and Seattle. Being a manager in the company, you travel a lot between the two cities, always by plane. You prefer flying from Seattle to San Francisco than in the other direction, because it's warmer in San Francisco. You are so busy that you don't remember the number of flights you have made in either direction. However, for each of the last n days you know whether you were in San Francisco office or in Seattle office. You always fly at nights, so you never were at both offices on the same day. Given this information, determine if you flew more times from Seattle to San Francisco during the last n days, or not."," The first line of input contains single integer n (2_____100)   the number of days. The second line contains a string of length n consisting of only capital 'S' and 'F' letters. If the i-th letter is 'S', then you were in Seattle office on that day. Otherwise you were in San Francisco. The days are given in chronological order, i.e. today is the last day in this sequence.","Print ""YES"" if you flew more times from Seattle to San Francisco, and ""NO"" otherwise.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,"Bearland has n cities, numbered 1 through n. Cities are connected via bidirectional roads. Each road connects two distinct cities. No two roads connect the same pair of cities. Bear Limak was once in a city a and he wanted to go to a city b. There was no direct connection so he decided to take a long walk, visiting each city exactly once. Formally: There is no road between a and b. There exists a sequence (path) of n distinct cities v1,_2,...,_n that v1=_, vn=_ and there is a road between vi and vi+1 for . On the other day, the similar thing happened. Limak wanted to travel between a city c and a city d. There is no road between them but there exists a sequence of n distinct cities u1,_2,...,_n that u1=_, un=_ and there is a road between ui and ui+1 for . Also, Limak thinks that there are at most k roads in Bearland. He wonders whether he remembers everything correctly. Given n, k and four distinct cities a, b, c, d, can you find possible paths (v1,...,_n) and (u1,...,_n) to satisfy all the given conditions? Find any solution or print -1 if it's impossible."," The first line of the input contains two integers n and k (4_____1000, n-1_____2n-2)   the number of cities and the maximum allowed number of roads, respectively. The second line contains four distinct integers a, b, c and d (1___,_,_,____).","Print -1 if it's impossible to satisfy all the given conditions. Otherwise, print two lines with paths descriptions. The first of these two lines should contain n distinct integers v1,_2,...,_n where v1=_ and vn=_. The second line should contain n distinct integers u1,_2,...,_n where u1=_ and un=_.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
504,"Can the greatest common divisor and bitwise operations have anything in common? It is time to answer this question. Suppose you are given a positive integer a a . You want to choose some integer b b from 1 1 to a1 a inclusive in such a way that the greatest common divisor (GCD) of integers a_ a and a&b a is as large as possible. In other words, you'd like to compute the following function: f(a)= max 0<b<a gcd(a_,a&b). f(a)=max0<b<agcd(a_,a&b). Here   denotes the bitwise XOR operation, and & & denotes the bitwise AND operation. The greatest common divisor of two integers x x and y y is the largest integer g g such that both x x and y y are divided by g g without remainder. You are given q q integers a 1 , a 2 ,, a q a . For each of these integers compute the largest possible value of the greatest common divisor (when b b is chosen optimally)."," The first line contains an integer q q ( 1_ 10 3 1 )  the number of integers you need to compute the answer for. After that q q integers are given, one per line: a 1 , a 2 ,, a q a ( 2 a i  2 25 1 2 )  the integers you need to compute the answer for.","For each integer, print the answer in the same order as the integers are given in input.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1090,"Ivan plays an old action game called Heretic. He's stuck on one of the final levels of this game, so he needs some help with killing the monsters. The main part of the level is a large corridor (so large and narrow that it can be represented as an infinite coordinate line). The corridor is divided into two parts; let's assume that the point x=0 x is where these parts meet. The right part of the corridor is filled with n n monsters  for each monster, its initial coordinate x i x is given (and since all monsters are in the right part, every x i x is positive). The left part of the corridor is filled with crusher traps. If some monster enters the left part of the corridor or the origin (so, its current coordinate becomes less than or equal to 0 0 ), it gets instantly killed by a trap. The main weapon Ivan uses to kill the monsters is the Phoenix Rod. It can launch a missile that explodes upon impact, obliterating every monster caught in the explosion and throwing all other monsters away from the epicenter. Formally, suppose that Ivan launches a missile so that it explodes in the point c c . Then every monster is either killed by explosion or pushed away. Let some monster's current coordinate be y y , then: if c=y c , then the monster is killed; if y<c y , then the monster is pushed r r units to the left, so its current coordinate becomes y_ y ; if y>c y , then the monster is pushed r r units to the right, so its current coordinate becomes y+r y . Ivan is going to kill the monsters as follows: choose some integer point d d and launch a missile into that point, then wait until it explodes and all the monsters which are pushed to the left part of the corridor are killed by crusher traps, then, if at least one monster is still alive, choose another integer point (probably the one that was already used) and launch a missile there, and so on. What is the minimum number of missiles Ivan has to launch in order to kill all of the monsters? You may assume that every time Ivan fires the Phoenix Rod, he chooses the impact point optimally. You have to answer q q independent queries."," The first line contains one integer q q ( 1_ 10 5 1 )  the number of queries. The first line of each query contains two integers n n and r r ( 1_,r 10 5 1 )  the number of enemies and the distance that the enemies are thrown away from the epicenter of the explosion. The second line of each query contains n n integers x i x ( 1 x i  10 5 1 )  the initial positions of the monsters. It is guaranteed that sum of all n n over all queries does not exceed 10 5 10 .",For each query print one integer  the minimum number of shots from the Phoenix Rod required to kill all monsters.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,"There are n n segments [ l i , r i ] [ for 1__ 1 . You should divide all segments into two non-empty groups in such way that there is no pair of segments from different groups which have at least one common point, or say that it's impossible to do it. Each segment should belong to exactly one group. To optimize testing process you will be given multitest."," The first line contains one integer T T ( 1_50000 1 )  the number of queries. Each query contains description of the set of segments. Queries are independent. First line of each query contains single integer n n ( 2_ 10 5 2 )  number of segments. It is guaranteed that _  over all queries does not exceed 10 5 10 . The next n n lines contains two integers l i l , r i r per line ( 1 l i  r i 2 10 5 1 )  the i i -th segment.","For each query print n n integers t 1 , t 2 ,, t n t ( t i {1,2} t )  for each segment (in the same order as in the input) t i t equals 1 1 if the i i -th segment will belongs to the first group and 2 2 otherwise.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Natasha is going to fly on a rocket to Mars and return to Earth. Also, on the way to Mars, she will land on n2 n intermediate planets. Formally: we number all the planets from 1 1 to n n . 1 1 is Earth, n n is Mars. Natasha will make exactly n n flights: 12__1 1 . Flight from x x to y y consists of two phases: take-off from planet x x and landing to planet y y . This way, the overall itinerary of the trip will be: the 1 1 -st planet   take-off from the 1 1 -st planet   landing to the 2 2 -nd planet   2 2 -nd planet   take-off from the 2 2 -nd planet       landing to the n n -th planet   the n n -th planet   take-off from the n n -th planet   landing to the 1 1 -st planet   the 1 1 -st planet. The mass of the rocket together with all the useful cargo (but without fuel) is m m tons. However, Natasha does not know how much fuel to load into the rocket. Unfortunately, fuel can only be loaded on Earth, so if the rocket runs out of fuel on some other planet, Natasha will not be able to return home. Fuel is needed to take-off from each planet and to land to each planet. It is known that 1 1 ton of fuel can lift off a i a tons of rocket from the i i -th planet or to land b i b tons of rocket onto the i i -th planet. For example, if the weight of rocket is 9 9 tons, weight of fuel is 3 3 tons and take-off coefficient is 8 8 ( a i =8 a ), then 1.5 1.5 tons of fuel will be burnt (since 1.58=9+3 1.5 ). The new weight of fuel after take-off will be 1.5 1.5 tons. Please note, that it is allowed to burn non-integral amount of fuel during take-off or landing, and the amount of initial fuel can be non-integral as well. Help Natasha to calculate the minimum mass of fuel to load into the rocket. Note, that the rocket must spend fuel to carry both useful cargo and the fuel itself. However, it doesn't need to carry the fuel which has already been burnt. Assume, that the rocket takes off and lands instantly."," The first line contains a single integer n n ( 2_1000 2 )  number of planets. The second line contains the only integer m m ( 1_1000 1 )  weight of the payload. The third line contains n n integers a 1 , a 2 ,, a n a ( 1 a i 1000 1 ), where a i a is the number of tons, which can be lifted off by one ton of fuel. The fourth line contains n n integers b 1 , b 2 ,, b n b ( 1 b i 1000 1 ), where b i b is the number of tons, which can be landed by one ton of fuel. It is guaranteed, that if Natasha can make a flight, then it takes no more than 10 9 10 tons of fuel.","If Natasha can fly to Mars through (n2) ( planets and return to Earth, print the minimum mass of fuel (in tons) that Natasha should take. Otherwise, print a single number 1  .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3292,"Helen works in Metropolis airport. She is responsible for creating a departure schedule. There are n flights that must depart today, the i-th of them is planned to depart at the i-th minute of the day. Metropolis airport is the main transport hub of Metropolia, so it is difficult to keep the schedule intact. This is exactly the case today: because of technical issues, no flights were able to depart during the first k minutes of the day, so now the new departure schedule must be created. All n scheduled flights must now depart at different minutes between (k+1)-th and (k+_)-th, inclusive. However, it's not mandatory for the flights to depart in the same order they were initially scheduled to do so   their order in the new schedule can be different. There is only one restriction: no flight is allowed to depart earlier than it was supposed to depart in the initial schedule. Helen knows that each minute of delay of the i-th flight costs airport ci burles. Help her find the order for flights to depart in the new schedule that minimizes the total cost for the airport."," The first line contains two integers n and k (1________300000), here n is the number of flights, and k is the number of minutes in the beginning of the day that the flights did not depart. The second line contains n integers c1,_2,...,_n (1___i__107), here ci is the cost of delaying the i-th flight for one minute.",The first line must contain the minimum possible total cost of delaying the flights.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,"You are given a string s s of length n n consisting of lowercase Latin letters. You may apply some operations to this string: in one operation you can delete some contiguous substring of this string, if all letters in the substring you delete are equal. For example, after deleting substring bbbb from string abbbbaccdd we get the string aaccdd. Calculate the minimum number of operations to delete the whole string s s .", The first line contains one integer n n ( 1_500 1 )  the length of string s s . The second line contains the string s s ( |s|=n | ) consisting of lowercase Latin letters.,Output a single integer  the minimal number of operation to delete string s s .,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
