BID,Plot,math,constructive algorithm,search,brute force,geometry,string,data structures,sortings,dp
855/D,harry upon inquiring helena ravenclaw ghost came know told tom riddle know rowena ravenclaw diadem stole harry thought riddle would assumed discover room requirement thus would hidden harry trying get inside room requirement destroy diadem know horcrux answer puzzle order enter room given object numbered object parent object lesser formally object parent object parenti parenti type associated parent relation either type type type relation mean child object like special case parent object type relation mean second object always part object special case note object special case object special case object considered special case object well hold part object part object part say object part note object part object special case part well object considered neither part special case harry answer type query need tell object special case object need tell object part object input object next parenti typei parenti parenti typei implying object parent parenti typei implies object special case object parenti typei implies object part object parenti case object parent parenti typei next query next represent query space separated typei typei output containing answer corresponding query yes affirmative without quote,0,0,0,0,0,0,1,0,0
855/E,harry came know dumbledore salazar slytherin locket horcrux locket present earlier grimmauld place home sirius black mother stolen present ministry magic office dolorous umbridge harry former defense dark art teacher harry ron hermione infiltrating ministry upon reaching umbridge office observed code lock puzzle asking calculate count magic inclusive harry remembered detention time umbridge defined magic converted given base digit appear even time representation without leading answer query unlock office query base range find count magic input query next space separated output containing single answer corresponding query,0,0,0,0,0,0,0,0,1
855/F,nagini horcrux know created murder bertha jorkins accumulated army snake launching attack hogwarts school hogwarts entrance imagined straight axis nagini launching various snake hogwarts entrance snake land parallel entrance covering segment distance formally snake imagined segment point note positive negative let coordinate snake point point point containing snake hold point containing snake hold danger value coordinate exist danger value harry want calculate danger value various segment hogwarts entrance danger value segment entrance calculated taking sum danger value coordinate present segment formally implement type query snake added parallel entrance coordinate inclusive exclusive calculate danger value segment inclusive exclusive input single denoting query next describe query query description query type typei typei followed description query case type followed otherwise output answer query type separate,0,0,1,0,0,0,1,0,0
855/G,destroying voldemort horcruxes harry voldemort final battle cast spell wand spell collide battle scene hogwarts represented form tree total place hogwarts joined using undirected road ron viewing battle harry voldemort wondered many triplet place harry standing place voldemort standing place spell collide place possible triplet distinct exist path pa road due battle havoc new path added time tell ron answer addition formally given tree vertex edge new edge added node tree addition need tell triplet distinct exist path another path edge common place hogwarts next space separated indicating road place guaranteed given road form connected tree next single new edge added next space separated representing new road added note possible newly added road connects place connected road newly added road connect place print value triplet change occurred,0,0,0,0,0,0,1,0,1
856/A,masha grisha like studying set positive day grisha written set containing different blackboard asks masha create set containing different obtained summing possible pair different masha grisha like big must range help masha create set satisfies grisha requirement data multiple test case test case test case described following way description element second element test print answer,0,1,0,1,0,0,0,0,0
856/B,let call non empty sequence lowercase english letter word prefix word word obtained removing last letter let call word similar obtained removing letter given set word find maximal possible size set non empty word satisfy following word prefix word similar word data multiple test case input data test case description test case follow description word set following non empty word element word different guaranteed total length word input data exceed test case print maximal word,0,0,0,0,0,1,0,0,1
856/C,borya eleventh birthday got great present card card written borya want put card row get greater example borya card put row order would get already know way put card row today special day interested way resulting big divisible eleven way previous paragraph good put card following order would get divisible way good borya help borya find many good way put card borya considers card different even example borya card good way help borya find good way put card large output modulo data multiple test case input data test case description test case follow test described card borya present second written card guaranteed total card test input data exceed test case output way put card table resulting big divisible print modulo,1,0,0,0,0,0,0,0,1
856/F,vasya petya playing online game online game hero progress system allows player gain experience make hero stronger course vasya would like get many experience point possible careful study experience point allocation found play game alone get experience point second player playing together current experience value differ point boost progress get experience point second since vasya petya middle school student parent allow play day around friend schedule vasya play interval petya play interval time period given second current moment vasya good math noticed sometimes profitable play alone experience difference could become big progress would boosted even played together would like create schedule playing vasya final experience greatest possible current player experience petya concerned experience ready cooperate play needed maximize vasya experience input data interval vasya play interval petya play maximal difference experience level playing together still give progress boost following interval vasya play following interval petya play output maximal experience vasya end player try maximize value,0,0,0,0,0,0,0,1,0
858/A,given positive denote rounding minimum positive end base divisible example rounding minimum end divisible write program perform rounding print rounding,1,0,0,1,0,0,0,0,0
858/B,building polycarp life equal flat floor unfortunately polycarp remember many flat floor remembers flat numbered lower upper floor several flat floor next several flat second polycarp remember total flat building consider building infinitely high infinitely many floor note floor numbered polycarp remembers floor several flat located guaranteed information self contradictory mean exists building equal flat floor flat polycarp memory floor polycarp remembers given information possible restore exact floor flat flat need restore floor flat polycarp memory follow describing polycarp memory pair mean flat floor value distinct guaranteed given information self contradictory print floor flat located possible determine unique way print possible uniquely restore floor,0,0,0,1,0,0,0,0,0
858/C,beroffice text editor wide range feature help working text feature automatic search typo suggestion fix beroffice work small english letter letter beroffice think word typed typo consonant row word exception block consonant letter block even length greater considered typo formally word typed typo block consonant row least different letter block example following word typo hellno hackcerrs backtothefutttture following word typo helllllooooo tobeornottobe oooooo beroffice editor find word typo insert little possible space word dividing several word way resulting word typed without typo implement feature beroffice editor consider following letter vowel letter consonant problem non empty word consisting small english letter length word letter print given word without change typo,0,0,0,0,0,0,0,1,1
858/D,phone polycarp contact phone digit starting digit different distinct latest version berdroid installed polycarp phone entered show contact substring equal entered sequence digit example phone polycarp contact enters show enters show enters phone polycarp contact find minimum length sequence digit polycarp enters sequence berdroid show phone single total phone contact polycarp contact phone follow positive digit starting digit distinct print exactly shortest non empty sequence digit polycarp enters berdroid show contact several sequence print,0,0,0,0,0,0,1,1,0
858/E,berland national olympiad informatics ended vladimir want upload contest olympiad gym popular codehorses website unfortunately archive olympiad data mess example file test named arbitrary without logic vladimir want rename file test name distinct starting without gap namely total test file test statement example others regular test possible example possible test example vladimir want rename file example several test next file regular test operation vladimir perform move command vladimir want write script file move file file mean file file renamed file file file moment run file rewritten move file file file file exist file file content equal content file move command help vladimir write script file minimum possible script run example several test filename total example file regular test filename total test single file test follow describing file test form namei typei namei filename typei equal file example test regular test filename file string digit small english letter length character filename guaranteed distinct print minimum vladimir script file,0,0,0,0,0,0,0,0,0
858/F,berland resident waiting unprecedented tour wizard blue helicopter city berland well known city berland pair connected bidirectional road pair city connected road guaranteed road network connected possible reach city tour several episode episode wizard disembark city helicopter give performance show movie free city drive neighboring city using road give performance show movie free city drive neighboring city give performance show movie free city embark helicopter fly away city known wizard like use road agrees use road regardless direction word road drive drive use road wizard want plan many episode possible without violation rule help wizard please note wizard visit city multiple time restriction road city road berland respectively road description follow description pair city connected road guaranteed road connecting pair city every road bidirectional city numbered possible road network berland connected print maximum possible episode next episode format denoting city order wizard visit,0,1,0,0,0,0,1,0,0
859/A,year previous year memsql inviting top competitor start qualification round compete onsite final round everyone eligible compete onsite afford travel office though initially top contestant invited come onsite eligible contestant must either accept decline invitation whenever contestant decline highest ranked contestant invited invited take place declined continues contestant accepted invitation qualifying round completes know onsite finalist well qualifying rank start tie determine minimum possible contestant declined invitation compete onsite final round input onsite finalist know second input qualifying rank finalist know rank distinct print minimum possible contestant declined invitation compete onsite,0,0,0,0,0,0,0,1,0
859/B,security guard friend recently got new job new security company company requires patrol area city encompassing exactly city block let choose block friend must walk perimeter region whose area exactly block friend quite lazy would like help find shortest possible route meet requirement city laid square grid pattern large enough sake problem considered infinite consist single city block must enclosed route print minimum perimeter achieved,1,0,0,1,1,0,0,0,0
859/C,heard pie rule state people wish fairly share slice pie person cut slice half person choose get slice alice bob many slice pie rather cutting slice half individual slice eaten person way alice bob decide eats slice follows order pie handed decided special token called decider token initially held bob pie handed whoever decider token give next slice pie participant decider token participant continue slice pie left slice excellent quality participant obviously want maximize total amount pie get eat assuming player make decision optimally much pie participant receive begin slice pie following indicating size slice inclusive order must handed print sum size slice eaten alice sum size slice eaten bob assuming player make decision optimally,0,0,0,0,0,0,0,0,1
859/D,annual college sport ball tournament approaching trademark reason refer third month insanity total team participating tournament numbered tournament last round round eliminating half team round consists game numbered starting game team play team loser eliminated winner advance next round tie subsequent round half many game previous round game winner previous round game play winner previous round game every year office pool see create best bracket bracket set winner prediction every game game round predict either team win game later round winner predict must predicted winner previous round note bracket fully constructed game actually played correct prediction round worth point correct prediction subsequent round worth twice many point previous correct prediction final game worth point every pair team league estimated probability team winning play want construct bracket maximum possible expected score begin containing follow column row indicates percentage chance team defeat team unless case value guaranteed column row plus column row add exactly print maximum possible expected score possible bracket answer must correct absolute relative error,1,0,0,0,0,0,1,0,1
859/E,new set desk arrived time thing getting quite cramped office put charge creating new seating chart engineer desk numbered sent survey engineering team asking engineer desk currently sit desk would like sit current desk engineer must either remain sit move desired seat indicated survey engineer currently sit desk engineer sit desk new seating arrangement many seating arrangement create meet specified requirement answer large compute modulo begin containing engineer follow containing exactly current desk engineer desk engineer want move desk numbered guaranteed engineer sit desk print possible assignment modulo,1,0,0,0,0,0,1,0,0
859/F,another start mean shirt order order make sure shirt shipped soon possible decided year going order necessary shirt actual competition top contestant going awarded shirt obviously know contestant plan get shirt size contestant actual competition order enough shirt matter top shirt available order award order get shirt size contestant send survey survey allow contestant either specify single desired shirt size adjacent shirt size contestant specifies size mean awarded either size probably tell plan could require ordering lot unnecessary shirt like help determine minimum shirt need order ensure able award shirt matter outcome competition begin shirt size shirt awarded respectively following odd indicates contestant desiring shirt size even indicates contestant okay receiving either shirt size exceed total contestant print minimum shirt need buy,0,0,0,0,0,0,0,1,0
859/G,evenly spaced point marked around edge circle written point choose positive real repeatedly select set point evenly spaced either increase point set decrease point set would like eventually end equal possible set point considered evenly spaced diametrically opposed set point considered evenly spaced form regular polygon input point along circle following string exactly digit indicating initially present point clockwise order print yes without quote sequence operation result otherwise without quote,1,0,0,0,0,0,0,0,0
86/B,physicist woll like play relaxing game search theory everything game interface consists rectangular playing field dashboard initially cell playing field filled others empty dashboard image various connected mean connectivity side figure cell rotation reflection player copy figure dashboard place anywhere still empty cell playing field course figure used many time needed woll aim fill whole field way empty cell left fun every initially empty cell filled exactly cell figure every figure entirely inside board picture black cell stand initially filled cell field colour region represent figure height width field correspondingly next symbol represent field natural way character corresponding cell filled empty chance win game output without quote otherwise output filling field figure following format figure represented digit figure touch side represented distinct digit every initially filled cell represented,1,1,0,0,0,0,1,1,0
860/E,arkady word large company employee working system strict hierarchy namely employee exception ceo exactly immediate manager ceo manager chain immediate manager employee employee rank ceo rank equal employee rank equal rank immediate manager plus arkady good post company feel nobody company structure lot people replace introduced value replaceability consider employee employee latter manager necessarily immediate replaceability respect subordinate necessarily immediate manager whose rank greater rank apart replaceability arkady introduced value negligibility negligibility employee equal sum replaceability respect manager sum taken manager arkady interested negligibility negligibility employee company find negligibility employee arkady single employee company second employee ceo otherwise equal immediate manager employee employee numbered guaranteed exactly value ceo manager necessarily immediate employee print negligibilities employee order,0,0,0,0,0,0,1,0,0
862/A,evil kidnapped mahmoud ehab evil land performance evil olympiad informatics eoi decided give problem let evil interested set set evil call set evil mex exactly mex set minimum non negative exist example mex set mex set evil going make set evil perform operation operation add non negative set erase element minimal operation evil perform make set evil size set evil owns desired mex second distinct non negative exceeding represent set minimal operation evil perform,0,0,0,0,0,0,0,1,0
862/B,mahmoud ehab continue adventure everybody evil land know evil like bipartite graph especially tree tree connected acyclic graph bipartite graph graph whose vertex partitioned set way edge belongs graph belong different set find formal definition tree bipartite graph note section evil gave mahmoud ehab tree consisting node asked add edge way graph still bipartite besides adding edge graph simple loop multiple edge maximum edge add loop edge connects node graph multiple edge pair node edge cycle loop input node tree next description edge tree guaranteed given graph tree output maximum edge mahmoud ehab add tree fulfilling condition,0,0,0,0,0,0,1,0,0
862/C,mahmoud ehab third stage adventure know evil like set time show set large collection ask create new set replenish beautiful collection set evil favorite evil asks mahmoud ehab find set distinct non negative bitwise xor sum exactly evil like big set greater element set desired bitwise xor respectively set print without quote,0,1,0,0,0,0,0,0,0
862/D,mahmoud ehab fourth stage evil hidden binary string length guarantee least symbol least symbol want mahmoud ehab find position symbol symbol order mahmoud ehab ask evil question tell evil binary string length evil tell hamming distance string hamming distance binary string length position different symbol find definition hamming distance note section help mahmoud ehab find position get wrong answer verdict query satisfy interaction protocol described ask strictly question program terminated exceeding query limit please note ask query answer query final answer correct get idleness limit exceeded print anything forget flush output including final answer info flushing output exceed maximum query terminate case get wrong answer terminate receive verdict reading closed stream input single length hidden binary string print final answer print without quote position string string indexed forget flush output printing answer,0,0,1,0,0,0,0,0,0
862/E,evil interested math function gave mahmoud ehab array length array length introduced function defined satisfy suppose formally evil want mahmoud ehab calculate minimum value function valid found bit easy evil made task harder give update query update add element range add ali ali ari calculate minimum value valid please help mahmoud ehab element element query respectively second element third element follow describing query range updated added value minimum value function update,0,0,1,0,0,0,1,1,0
862/F,mahmoud ehab solved evil question gave password door evil land tried open door using door gave final question solve leave yes door digital evil modern solve work useless leave evil land forever help mahmoud ehab given string numbered query query following form interval find maximum value expression lcp lcp str str str length longest common prefix string str str str string consisting lowercase english letter change string position input string query respectively second string stri consisting lowercase english letter next describe query form string consisting lowercase english letter total length string input exceed query type output answer new,0,0,0,0,0,1,1,0,0
863/A,let quasi palindromic adding leading possible none produce palindromic string string called palindrome read left right right left example quasi palindromic transformed string respectively palindrome given check quasi palindromic given without leading print yes quasi palindromic otherwise print without quote,0,0,0,1,0,0,0,0,0
863/B,vadim really keen travelling recently heard kayaking activity near town became excited joined party kayakers party ready start journey firstly choose kayak people group including vadim exactly tandem kayak obviously carry people single kayak person weight weight important matter kayaking difference weight people sit tandem kayak large crash course people want distribute seat kayak order minimize chance kayak crash formally instability single kayak always instability tandem kayak absolute difference weight people kayak instability whole journey total instability kayak help party determine minimum possible total instability second weight person print minimum possible total instability,0,0,0,1,0,0,0,1,0
863/C,ilya working company construct robot ilya writes program entertainment robot current project bob new generation game robot ilya bos want know progress far especially interested bob better playing different game previous model alice ilya want compare robot performance simple game called game similar rock paper scissors game robot secretly choose set say moment robot choose draw noone get point chosen different robot get point beat beat beat robot program make choose way choice game depends chosen game ilya know robot play game alice choose game bob choose game know robot program tell robot choose depending choice previous game ilya want wait robot play game asks predict point final game follow containing represents alice choice game alice chose previous game bob chose follow containing represents bob choice game alice chose previous game bob chose print equal point alice second must bob score game,0,0,0,0,0,0,1,0,0
863/D,given array size query query type perform cyclic shift segment right every new value becomes equal old value new value ali becomes equal old value ari reverse segment important index array output index array query performed second follow type query segment query performed last important index array print equal index query done,0,0,0,0,0,0,1,0,0
863/E,luba need help luba set know set working moment time till moment inclusive luba want switch set order free socket let call set redundant switching moment time least set working decrease luba upset switch non redundant set help luba telling index redundant set print set follow containing denoting working time set redundant set print otherwise print index redundant set set indexed,0,0,0,0,0,0,1,1,0
863/F,recently ivan noticed array debugging code ivan remember array bug trying fix away ivan think data array might help reproduce bug ivan clearly remembers element array element greater remembers fact array type fact ivan remembers ivan think array permutation sure want restore array corresponds fact remembers similar permutation formally ivan denoted cost array follows cnt occurences array help ivan determine minimum possible cost array corresponds fact follow representing fact array fact denotes type fact fact controversial array corresponds print otherwise print minimum possible cost array,0,0,0,0,0,0,0,0,0
864/A,petya vasya decided play game card even single written card game petya choose vasya choose another different petya chose game player take card chose example petya chose game take card written vasya chose game take card written game considered fair petya vasya take card card player get determine whether petya vasya choose game game fair single card guaranteed even following sequence per written card impossible petya vasya choose way game fair print without quote case print anything,0,0,0,0,0,0,0,1,0
864/B,polycarp love lowercase letter dislike uppercase got string consisting lowercase uppercase latin letter let set position string let call pretty following condition met letter position string distinct lowercase uppercase letter string situated position uppercase letter write program determine maximum element pretty set position single length string second string consisting lowercase uppercase latin letter print maximum element pretty set position string,0,0,0,1,0,1,0,0,0
864/C,bus move along coordinate point point starting point reach point immediately turn back move point returning point immediately back point thus bus move back moving point point called bus journey total bus must make journey petrol tank bus hold liter gasoline pa single unit distance bus need spend exactly liter gasoline bus start journey full petrol tank gas station point point point gas station bus route passing gas station either direction bus stop completely refuel tank thus stopping refuel tank liter gasoline minimum time bus need refuel point make journey journey start point endpoint bus journey capacity fuel tank bus point gas station located required journey print minimum time bus need refuel make journey impossible bus make journey print,1,0,0,0,0,0,0,1,0
864/D,ivan array consisting element element recently ivan learned permutation lexicographical order want change replace minimum element array way array becomes permutation encountered array exactly multiple way want find lexicographically minimal permutation thus minimizing change priority lexicographical minimizing second priority order determine permutation lexicographically smaller compare element equal compare second permutation lexicographically smaller index permutation differ determine array ivan obtain performing change single element ivan array second sequence description ivan array print minimum element need changed ivan array order make array permutation second print lexicographically minimal permutation obtained array change,1,0,0,0,0,0,0,1,0
864/E,polycarp really serious trouble house fire time save valuable item polycarp estimated would take second save item addition item estimated value moment item completely burned longer valuable particular item saved given value item find set item polycarp save total value item maximum possible polycarp save item another example take item item item saved second item second fire started single item polycarp house following time needed save item time item burn completely value item print maximum possible total value set saved item second print item desired set third print distinct saved item order polycarp save item indexed order appear input several answer print,0,0,0,0,0,0,0,1,1
864/F,city berland pair connected directed road use road move city another road connect city pair city road path city city sequence city road city city path pa multiple time city except pa path ideal lexicographically minimal path word ideal path path minimum tourist agency country offer unusual excursion excursion start city end city pair help agency study ideal path note possible ideal path possible due reason path path every path another path minimum agency would like know ideal path city path way triple find ideal path print city path city road excursion next denoting road city city road directional road direction city next print city ideal path ideal path greater length path print string without quote,0,0,0,0,0,0,1,0,0
865/A,attention lost test case problem instead solving problem need generate test case going give answer need print test case produce given answer original problem following paragraph people use cash often used credit card solves hassle cash receive change form exact amount money needed purchase item typically cashier give coin possible change example change cent cashier could give cent piece cent piece could give cent piece cent piece cent piece cent piece altogether different way make cent using cent piece cent piece cent piece cent piece way considered different different least type coin given denomination coin amount change made many different way make change mentioned lost test case problem actually going give way want produce test case way given could many way achieve guarantee always least print long meet constraint described consist single desired way print amount change made denomination respectively,0,1,0,0,0,0,0,0,0
865/B,another start final mean pizza order onsite contestant type pizza obviously let pretend sake problem pizza exactly slice known contestant eat slice pizza gain happiness slice type pizza eat happiness slice type pizza eat order type type pizza want buy minimum possible pizza contestant able eat required slice given restriction maximum possible total happiness achieved input contestant slice per pizza respectively follow slice contestant eat happiness gain type slice eat happiness gain type slice eat respectively print maximum total happiness achieved,0,0,1,0,0,0,0,1,0
865/C,trying set record favorite video game game consists level must completed sequentially order beat game usually complete level fast possible sometimes finish level slower specifically complete level either second second percent chance completing second completing level decide either continue game play next level reset game start level decision action instant goal complete level sequentially total second want minimize expected amount time playing achieving goal continue reset optimally much total time expect spend playing input level second want complete game respectively follow ith fast time level slow time level probability percentage completing level fast time print total expected time answer must correct absolute relative error,0,0,1,0,0,0,0,0,1
865/D,perfectly predict price certain stock next day would like profit knowledge want transact share stock per day day either buy share sell share nothing initially share sell share end day would like share want much money possible begin day following exactly price share stock day given print maximum amount money end end day,0,1,0,0,0,0,1,1,0
865/E,copying large hexadecimal base string hand error prone stop people discovered bug code likely caused someone making mistake copying string suspect whoever copied string change digit string length string permuted digit arbitrarily example original string abc changed bca abc abb unfortunately access original string copied string know length string numerical absolute difference given difference hexadecimal string extended equal length original copied string determine smallest possible numerical value original string hexadecimal string consisting digit lowercase english letter length least character non possible print without quote,0,0,0,1,0,0,1,0,1
865/F,game egg roulette played player initially raw egg cooked egg placed randomly carton shell left way distinguish raw egg cooked egg time player select egg smash egg forehead egg cooked much happens egg raw make quite mess continues player broken raw egg point player declared loser player win order player take turn described string character character tell player choose egg traditionally player take turn going follow ordering ababab fair though second player win often like find better ordering player take turn let define unfairness ordering absolute difference player win probability second player win probability interested ordering minimize unfairness consider ordering valid given string length containing character ordering said match differs position valid ordering minimize unfairness many match input second input string length consisting character print valid ordering minimize unfairness match,1,0,0,1,0,0,0,0,0
865/G,piegirl birthday soon pieguy decided buy bouquet flower basket chocolate flower shop different type flower available type flower always exactly petal pieguy decided buy bouquet consisting exactly flower buy type flower multiple time flower arranged bouquet position flower bouquet matter think bouquet ordered list flower type chocolate shop sell chocolate box different type box available type box piece chocolate pieguy buy box buy type box multiple time place box basket position box basket matter think basket ordered list box type pieguy know piegirl like pluck petal flower eating piece chocolate would like ensure eats last piece chocolate last box plucking last petal last flower total petal flower bouquet equal total piece chocolate box basket many different bouquet basket combination pieguy buy answer large compute modulo input type flower type box flower must bouquet respectively second input petal flower type third input piece chocolate box type print bouquet basket combination pieguy buy modulo,1,0,0,0,0,0,0,0,0
867/A,know memsql american office san francisco seattle manager company travel lot city always plane prefer flying seattle san francisco direction warmer san francisco busy remember flight made either direction last day know whether san francisco office seattle office always fly night never office day given information determine flew time seattle san francisco last day input single day second string length consisting capital letter letter seattle office day otherwise san francisco day given chronological order today last day sequence print yes flew time seattle san francisco otherwise,0,0,0,0,0,0,0,0,0
868/A,technology develop manufacturer making process unlocking phone user friendly possible unlock new phone arkady pet dog bark password phone represents password string lowercase english letter enemy kashtanka want unlock phone steal sensible information bark distinct word represented string lowercase english letter kashtanka want bark several word necessarily distinct another pronounce string containing password substring tell possible unlock phone way lowercase english letter password phone second single word kashtanka know next lowercase english letter representing word kashtanka know word guaranteed distinct print yes kashtanka bark several word forming string containing password otherwise,0,0,0,1,0,1,0,0,0
868/B,ever tried explain coordinator hour contest single problem prepared misha time really strong excuse faced space time paradox space time replaced entire universe turned enormous clock face hand hour minute second time froze clock show time hour minute second last time misha talked coordinatorclock stand clock face contest readyclock term paradox mean misha somehow note move forward circumstance time direction clock hand long misha get round step lead collapse space time hour clock point misha stand move along top arc follow way round clock center course hand way given hand position find misha prepare contest time say space find move clock face misha position target time coincide position hand print yes quote clarity misha prepare contest time otherwise,0,0,0,0,0,0,0,0,0
868/C,snark philip preparing problemset upcoming pre qualification round semi quarter final bank problem want select non empty subset problemset experienced team participating contest team already know problem make contest interesting team know half selected problem determine snark philip make interesting problemset problem experienced team next equal team know problem otherwise print yes quote clarity possible make interesting problemset otherwise,0,1,0,1,0,0,0,0,1
868/D,given string consisting character operation performed concatenate existing string new operation concatenation saisbi saved new string operation numbered starting operation need find maximum positive possible string consisting length string substring new string print single string next string per total length string greater next single operation follow abd string concatenated form print answer question corresponding operation,0,0,0,1,0,1,0,0,1
868/E,given tree connected non oriented graph without cycle vertex numbered length edge vertex policeman vertex criminal located policeman walk along edge speed criminal move arbitrary large speed criminal moment point policeman instantly get caught policeman determine time needed policeman catch criminal assuming everybody behaves optimally criminal maximize time policeman minimizes time everybody know position everybody else moment time single vertex tree next denoting edge length guaranteed given graph tree next single vertex policeman start next single criminal next vertex criminal located necessarily distinct policeman catch criminal print single terrorist win without quote,0,0,0,0,0,0,1,0,1
868/F,given array cost subsegment unordered pair distinct index subsegment equal element split given array non intersecting non empty subsegments sum cost minimum possible element present exactly subsegment min length array segment need split array next element array print single minimum possible total cost resulting subsegments,0,0,0,0,0,0,0,0,1
868/G,prehistoric cave toll located moi barcelona heard treasure hidden possible spot cave assume spot probability treasure get cave constructed robot search cave treasure day instruct robot visit exactly distinct spot cave none spot treasure robot obviously return empty hand cave dark robot miss treasure even visiting right spot formally visited spot doe treasure robot obtain probability otherwise return empty time robot search spot treasure success probability independent previous try probability miss treasure searching right spot time expected day take obtain treasure choose optimal scheduling robot output answer rational modulo formally let answer irreducible fraction output guaranteed divisible test case next test case output answer separate,1,0,0,0,0,0,0,0,0
869/A,rock paper karen found deterministic winning losing strategy rock paper scissors brother koyomi come new game substitute game work follows positive decided koyomi karen independently choose distinct positive denoted respectively reveal sequence repeat become distinct final state kept considered count ordered pair value xor equal xor mean bitwise exclusive operation denoted operator xor programming language karen claim win pair even koyomi doe otherwise help determine winner latest game input positive length sequence second space separated finally chosen koyomi third space separated finally chosen karen guarantee given pairwise distinct pair exists following hold output name winner koyomi karen without quote please aware capitalization,0,0,0,1,0,0,0,0,0
869/B,even world full counterfeit still regard wonderful pile herb incense arise flame ash predecessor known many phoenix doe like phoenix rather long lifespan reincarnates every year denotes factorial specifically koyomi care much get another mess oddity interested time phoenix reincarnate timespan year note value always answer quite large would enough koyomi know last digit answer decimal representation provide koyomi knowledge input space separated output containing single decimal digit last digit value interest koyomi,1,0,0,0,0,0,0,0,0
869/C,playing duty ally justice nii chan ally justice onii chan hand joined everywhere speed faster thought time fire sister karen tsukihi heading somewhere never reached water surrounded island cluster island conveniently coloured red blue purple cluster consist distinct island respectively bridge built possibly none island bridge bidirectionally connects different island length island colour either reached bridge shortest distance least apparently order prevent oddity spreading quickly inside cluster fire sister ready unknown like test courage figure different way build bridge constraint give answer modulo way considered different pair island exist bridge input space separated island red blue purple cluster respectively output containing different way build bridge modulo,1,0,0,0,0,0,0,0,1
869/D,fundamental prerequisite justice correct strong justice always victor cinderswarm bee koyomi know bee according nature live tree specific complete binary tree node numbered node numbered root parent node note edge tree undirected koyomi add extra undirected edge tree creating complication trick bee count simple path resulting graph modulo simple path alternating sequence adjacent node undirected edge begin end node doe node note single node considered valid simple path definition please refer example note instance input space separated node tree extra edge respectively following space separated describing undirected extra edge whose endpoint note multiple edge node resulting graph output simple path resulting graph modulo,0,0,0,1,0,0,1,0,0
869/E,adieuami koyomi helping oshino acquaintance take care open space around abandoned eikou cram school building oshino makeshift residence space represented rectangular grid cell arranged row column cell row denoted oshino place remove barrier around rectangular area cell specifically action denoted mean oshino placing barrier around rectangle corner side parallel square side similarly mean oshino removing barrier around rectangle oshino ensures barrier staying ground share common point intersect boundary area sometimes koyomi try walk cell another carefully without striding barrier order avoid damaging various item ground mean koyomi try walk without crossing barrier tell koyomi feasibility attempt input space separated row column grid total oshino koyomi action respectively following describes action containing space separated type coordinate action additionally following hold depending value specified group barrier exist ground removal extra restriction koyomi attempt action output containing yes without quote feasible without quote otherwise,0,0,0,0,0,0,1,0,0
87/D,long time ago country asia civil war city wanted seize power sometimes city gathered army sent campaign another city road making difficult country road exactly could reach city city going road even war oriental people remain spiritually rich appreciate beauty nature keep memory great crusade century come planted beautiful tree road army spent time oriental people love nature several road tree planted recently record war found became clear city attacked exactly exactly attack total everyone wondering road war became beautiful road planted largest beautiful tree represents city next city connected road day army spends length several road coincide print beautiful tree beautiful road beautiful road print second list beautiful road sorted order increasing road numbered order given input data,0,0,0,0,0,0,1,1,1
87/E,long time ago somewhere depth america existed powerful tribe governed great leader pinnie wooh tribe conquered maya city pinnie wooh grew concerned control conquered territory appealed priest supreme god mogohu rea help priest conveyed god control city put idol mogohu rea create religious field city idol powerful easily drive people around mad unless balanced exactly sacrifice altar placed city balance idol altar placed center mass system point coincided idol counting center mass consider altar mass pinnie wooh thinking put idol list hill suitable put idol help identify put idol without risking fry brain city population religious field city shape convex polygon vertex lie straight city intersect altar attached city special ceremony besides must situated city territory possibly border thus several altar city territory exactly attached city altar idol hill point plane coincide hill taken consideration independently altar location different hill different follow description city divided empty description following format represent polygon vertex next coordinate polygon vertex counterclockwise order city description follows represents hill next coordinate hill coordinate input data exceed absolute value hill print single yes without quote without quote depending whether sacrifice altar put balance idol,0,0,0,0,1,0,0,0,0
