,Unnamed: 0,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
2764,2764,730/D,polycarp playing game called running bridge game ha run bridge left right bridge arranged bridge begin bridge end following data bridge length bridge maximum allowed time polycarp spend running bridge thus polycarp beginning bridge time ha leave time earlier allowed reach right end bridge exactly time polycarp run left side right speed run bridge length time besides ha several magical drink us drink speed increase twice value second magical drink identical please note polycarp use drink moment time drink instantly completely additionally polycarp us drink moment use next drink earlier moment minimal drink polycarp ha use run bridge greater find moment time polycarp ha use magical drink contains bridge duration effect magical drink second contains sequence equal length bridge third contains sequence equal maximum allowed time polycarp spend running bridge output minimal drink polycarp ha use solution,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2765,2765,730/E,berland programming contest come end total team participated like acm icpc current result stopped refreshing hour contest end award ceremony result partially known team value given point team ha earned last hour contest besides jury ha evaluated submission sent last hour know value point earned team last hour value negative mean team lose point contest team got unique according contest rule team point take higher place team equal point team lower take higher place team share place award ceremony proceeds following way beginning ceremony large screen show result time moment hour end mean team ha point jury unfreezes result team order result team unfrozen score change time table result modified place team change unfreezing team followed applause audience duration second place team unfreezing place right unfreezing example team doe change place applause audience see award ceremony team unfrozen exactly task find order unfreeze team total duration applause maximum possible input file contains single team next contains point team ha earned last hour contest point earned team last hour possible unfreezing team negative score print maximal total applause duration second jury choose order team unfreeze,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2766,2766,730/G,polycarp start business tomorrow working day car repair shop car repair shop small car repaired given time polycarp good marketing ha already collected request client request numbered order came request characterized value day client want start repair car duration day repair car day enumerated day tomorrow second day day tomorrow polycarp making schedule processing request order request schedule request follows car repair shop idle day starting day used repair car client otherwise polycarp find day subsequent day repair scheduled starting word chooses smallest positive day scheduled repair car car client repaired range possible day repair scheduled start le given request asked help polycarp schedule according rule contains request client following request request per request given pair preferred time start repairing car day repair car request processed order given input print start day repair car finish day repair car,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2767,2767,730/H,polycarp beginner programmer studying use command polycarp faced following problem file directory need delete polycarp want run single delete command filename pattern argument file deleted match pattern file match pattern polycarp know asterisk special character know question mark match single character character pattern match formally pattern match filename equal length character corresponding position equal except character pattern case corresponding filename character doe matter example filename pattern match filename aabaa abba ba doe match filename aaba abaab aabaaa aabaa help polycarp find pattern match file deleted report pattern input contains total file file deleted following filename single filename per filename non empty string containing lowercase english letter digit dot length filename exceed guaranteed filename distinct last input contains distinct ascending order index file deleted file indexed order appearance input required pattern exists print yes output second required pattern multiple solution print,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2768,2768,730/I,student berland state university every student ha skill measured programming skill sport skill announced olympiad programming sport held soon berland state university choose team take part programming track take part sport track exactly student programming team exactly student sport team student member team university management considers strength university olympiad equal sum value programming team strength sport team strength strength team sum skill member corresponding area strength programming team sum strength sport team sum corresponding team member help berland state university compose team maximize total strength university olympiad contains positive student size programming team size sport team second contains positive programming skill student third contains positive sport skill student print maximum strength university olympiad second print member programming team third print member sport team,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2769,2769,730/J,nick ha bottle soda left birthday bottle described value remaining amount soda bottle volume aii nick ha decided pour remaining soda minimal bottle moreover ha soon possible nick spends second pour unit soda bottle another nick asks help determine minimal bottle store remaining soda minimal time pour soda bottle bottle store soda volume remaining soda saved contains positive bottle second contains positive amount soda remaining bottle third contains positive volume bottle guaranteed aii minimal bottle store soda minimal time pour soda bottle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,2770,731/A,grigoriy like hero famous comedy film found job night security guard museum night received embosser wa take stock whole exposition embosser special devise allows print text plastic tape text printed sequentially character character device consists wheel lowercase english letter written circle static pointer current letter button print chosen letter move allowed rotate alphabetic wheel step clockwise counterclockwise initially static pointer point letter letter located shown picture grigoriy add new item base ha print name plastic tape attach corresponding exhibit required return wheel initial position pointer letter hero afraid exhibit become alive start attack want print name fast possible help given string find minimum rotation wheel required print input contains name exhibit non empty string consisting character guaranteed string consists lowercase english letter print minimum rotation wheel required print name given input,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2771,2771,731/B,programming competition season ha already started time train icpc sereja coach team year know get ready training session enough prepare problem editorial training session last several hour team become hungry thus sereja order pizza eat right end competition team plan train time consecutive day training session sereja order exactly pizza team present day already know team day type discount sereja favourite pizzeria discount work buy pizza day second coupon allows buy pizza consecutive day pizza total sereja order really lot pizza place golden client use unlimited discount coupon type day sereja want order exactly pizza day using discount coupon note never buy pizza need particular day help determine whether buy proper amount pizza day allowed use coupon discount note prohibited active coupon end day input contains single training session second contains team present day way order pizza using coupon discount buy extra pizza day print yes without quote output otherwise print without quote,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2772,2772,731/C,arseniy already grown independent mother decided leave alone day left vacation prepared lot food left money washed arseniy clothes minute leave realized would useful prepare instruction particular clothes wear day absent arseniy family bit weird clothes enumerated example arseniy sock assigned unique thus thing mother wa write day index sock wear day obviously stand left foot right sock painted color mother already left arseniy noticed according instruction would wear sock different color day course terrible mistake cause rush arseniy smart boy magical coincidence posse jar paint color arseniy want repaint sock way day follow mother instruction wear sock color going busy day time change color sock ha finalize color new computer game bota wa realised arseniy wait play minimum sock need color changed order make possible follow mother instruction wear sock color day input contains sock day available color respectively second current color arseniy sock following contains lii index sock arseniy wear day print minimum sock color changed order able obey instruction make people laugh watching sock different color,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2773,2773,731/D,archeologist found secret pas dungeon pyramid cycleland enter treasury open unusual lock door lock consists word consisting hieroglyph wall near lock ha round switch rotation switch change hieroglyph according rule instruction nearby say door open word written lock would sorted lexicographical order definition lexicographical comparison given note section rule change hieroglyph following clockwise rotation round switch replaces hieroglyph next hieroglyph alphabet hieroglyph replaced hieroglyph hieroglyph replaced hieroglyph help archeologist determine many clockwise rotation perform order open door determine impossible cyclic shift alphabet make sequence word sorted lexicographically input contains word written lock different hieroglyph following contains description word start denotes length word followed index hieroglyph make word hieroglyph index smallest alphabet index biggest guaranteed total length word exceed possible open door rotating round switch print defines required clockwise rotation several valid print,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
2774,2774,731/E,upon time petya gena gathered another programming competition decided play game consider modern game boring always try invent game sticker marker stop game came ha following rule initially sticker wall arranged row sticker ha written alternate turn petya move move happens follows let say sticker wall player make current move pick take leftmost sticker remove wall make new sticker put left end row writes new equal sum sticker took move game end sticker left wall score player equal sum written sticker took move goal player maximize difference score score opponent given initial sequence sticker wall define result game difference petya gena score player play optimally input contains single sticker initially located wall second contains sticker order left right print difference petya score gena score end game player play optimally,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,2775,731/F,little vlad fond popular computer game bota recently developer announced new add named bota course vlad immediately bought find computer old new game need updated video card shop power video card equal value vlad want sure new game work want buy several video card unite power using cutting edge technology use technology card chosen leading video card attached secondary new technology work required power secondary video card divisible power leading video card order achieve power secondary video card reduced value le equal current power power leading video card remain unchanged reduced vlad ha infinite amount money buy set video card help determine video card buy picking leading video card reducing power others make work together get maximum total value video power input contains single video card shop second contains power video card output value maximum possible total power video card working together,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
2776,2776,732/A,polycarp urgently need shovel come shop chooses appropriate shovel policarp chooses sold burles assume unlimited shovel shop pocket polycarp ha unlimited burle coin exactly coin burles minimum shovel polycarp ha buy pay purchase without change obvious pay shovel without change paying requied amount burle coin using coin burles perhaps buy fewer shovel pay without change note polycarp buy least shovel single input contains price shovel denomination coin polycarp pocket different burle coin remember ha unlimited coin denomination polycarp ha enough money buy shovel print required minimum shovel polycarp ha buy pay without change,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2777,2777,732/B,recently dog wa bought polycarp dog name cormen polycarp ha lot trouble example cormen like going walk empirically polycarp learned dog need least walk consecutive day order feel good example yesterday polycarp went walk cormen time today ha walk least time polycarp analysed affair next day made sequence time polycarp walk dog day affair example ha shop throw trash etc help polycarp determine minimum walk need additionaly next day cormen feel good day assume day day day day polycarp walk cormen exactly time write program find minumum additional walk appropriate schedule sequence bii mean total walk dog day contains day minimum walk cormen consecutive day second contains walk cormen day polycarp ha already planned print smallest additional walk polycarp next day cormen feel good day,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2778,2778,732/C,vasiliy spent vacation sanatorium came back found completely forgot detail vacation every day wa breakfast dinner supper dining room sanatorium course order thing vasiliy ha card dining room contaning note many time breakfast dinner supper thus card contains vasiliy could sometimes missed meal example could breakfast supper dinner probably day dining room vasiliy remember wa time day arrived sanatorium breakfast dinner supper supper time left breakfast dinner supper supper considers option vasiliy arrived sanatorium wa time left please note possible vasiliy left sanatorium day arrived according note card help vasiliy determine minimum meal dining room could missed count missed meal arrival day vasiliy arrival meal departure day left contains breakfast dinner supper vasiliy vacation sanatorium print single minimum possible meal vasiliy could missed vacation,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2779,2779,732/D,vasiliy ha exam period continue day ha pas exam subject subject numbered every day know exam subject passed day perhaps day pas exam allowed pas exam day day vasiliy either pas exam day take whole day prepare day exam rest subject vasiliy know day prepare pas exam vasiliy switch subject preparing exam necessary prepare continuously day exam mix order preparation exam way task determine minimum day vasiliy pas exam determine impossible exam passed exactly time contains day exam period subject second contains subject exam passed day equal allowed pas exam day third contains positive day needed prepare passing exam subject print minimum day vasiliy pas exam impossible print,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2780,2780,732/E,icm acpc world final coming unfortunately organizer competition busy preparing task totally missed important technical point organization electricity supplement participant workstation computer participant ha power equal positive time socket available ha power euqal positive possible connect computer socket power allowed connect computer socket thus power computer socket distinct computer connected socket order fix situation professor puch williams urgently ordered wagon adapter power splitter adapter ha plug socket voltage divider plugging adapter socket power power adapter socket becomes equal mean equal socket power divided rounding example adapter used possible connect several adapter chain plugging socket example adapter plugged enother socket power becomes possible connect computer power socket organizer install adapter possible supply electricity maximum computer time several possible connection configuration want find us minimum adapter connect computer help organizer calculate maximum connected computer minimum adapter needed wagon adapter contains enough task guaranteed possible connect least computer contains computer socket second contains power computer third contains power socket print maximum computer time connected electricity minimum adapter needed connect computer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2781,2781,732/F,berland tourist country least become government berland confident city berland pair connected way road road connects different city berland road connect pair city possible get city city using given way road according reform road become way oriented direction maximize tourist attraction berland reform city value calculated equal city oriented path city city word equal city reached city road government sure tourist attention focused minimum value help government berland make reform maximize minimum contains city road next describe road berland contains j j ujj city connected road city numbered guaranteed possible get city following way road berland road connect pair city print single maximum possible value min orientation road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2782,2782,733/A,day grasshopper wa jumping lawn found piece paper string grasshopper became interested minimum jump ability order able reach far end string jumping vowel english alphabet jump ability maximum possible length jump formally consider begginning grasshopper located directly front leftmost character string goal reach position right rightmost character string jump grasshopper could jump right distance value jump ability picture corresponds example following letter vowel contains non empty string consisting capital english letter guaranteed length string doe exceed print single minimum jump ability grasshopper symbol needed overcome given string jumping vowel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2783,2783,733/B,soon parade victory alien invader berland unfortunately soldier died war army consists entirely new recruit many even know leg begin march civilian population poorly understands leg recruit begin march important many soldier march step column participating parade column consists soldier start march left leg soldier start march right leg beauty parade calculated following formula total soldier parade start march left leg total soldier parade start march right leg beauty equal choose column tell soldier column switch starting leg everyone column start march left leg start right leg vice versa formally pick index swap value find index column switching starting leg soldier maximize beauty parade determine operation increase current beauty contains single column next pair soldier column start march left right leg respectively print single column soldier need change leg start march maximum beauty already reached,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,2784,733/C,wa epidemic monstropolis monster became sick recover monster lined queue appointment doctor city soon monster became hungry began eat monster eat monster weight strictly greater weight monster eaten stand queue next monster eat instantly monster eaten moment monster eats monster weight monster increase weight eaten monster result eating length queue decrease monster eaten step forward empty place queue monster eat several monster another initially monster queue weight example weight order queue monster numbered left right option monster eat second monster greater second monster eat third monster greater second monster eat fifth monster neighbor second monster eat monster queue transformed time someone said good joke monster recovered moment k monster queue weight sequence weight monster order last required provide possible order eating monster led current queue determine could happen assume doctor make appointment monster eating contains single monster initial queue second contains initial weight monster third contains single monster queue joke fourth contains j weight monster joke monster listed order beginning queue end case action could lead final queue print without quote,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2785,2785,733/D,kostya genial sculptor ha idea carve marble sculpture shape sphere kostya ha friend zahar work career zahar know kostya idea want present rectangular parallelepiped marble carve sphere zahar ha stone rectangular parallelepiped edge size take stone present kostya zahar take stone glue together face order get new piece rectangular parallelepiped marble thus possible glue pair stone together face glued together match rectangle gluing allowed rotate flip stone way help zahar choose present kostya carve sphere maximum possible volume present zahar contains follow length edge stone note stone exactly size still considered different stone print stone zahar ha chosen second print distinct stone zahar need choose consider stone numbered order given input data,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2786,2786,733/E,academic year ha begun lesson olympiad already occupied free time surprise today olga fell asleep literature dream wa stair stair consists step step numbered bottom top mean lowest step ha highest step ha pointer direction olga move step soon olga go next step direction pointer step leaf change mean direction change direction direction olga always move next step direction shown pointer step olga move beyond stair fall wake moving beyond stair moving step moving last mean step second olga move step according direction pointer located step olga beginning second step find duration dream olga wa step beginning dream olga fall take second wa step went would wake next second contains single step stair second contains string length denotes initial direction pointer stair character string denotes direction pointer step either mean pointer directed mean pointed directed pointer given order bottom top print equal either duration olga dream olga never go beyond stair beginning sleep wa step,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2787,2787,733/F,kingdom city way road road connects pair city road know level driver dissatisfaction value road know value many lamziks spend reduce level dissatisfaction road thus reduce dissatisfaction road spend lamziks allowed dissatisfaction become even negative accordance king order need choose road make main road important condition must hold possible travel city main road road ministry ha budget lamziks reform ministry going spend budget repair road reduce dissatisfaction choose main road help spend budget way choose main road total dissatisfaction main road small possible dissatisfaction road become negative necessary spend whole budget guaranteed possible travel city using existing road road kingdom way road contains city road kingdom respectively second contains driver dissatisfaction road third contains cost lamziks reducing dissatisfaction road next description road pair aii mean road connects city road way oriented possible move road vice versa allowed pair city connected road last contains lamziks spend reform print minimum possible total dissatisfaction main road,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2788,2788,734/A,anton like play chess doe friend danik played game row game known wa winner anton danik none game ended tie anton wonder game danik help determine input contains single game played second contains string consisting uppercase english letter outcome game character string equal anton game danik game anton game danik print anton without quote output,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2789,2789,734/B,recently anton found box digit room digit digit digit digit anton favorite decided compose digit ha want make sum large possible help solve task digit used composed digit digit course unused digit counted sum input contains digit respectively print maximum possible sum anton favorite composed using digit box,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2790,2790,734/C,anton playing interesting computer game stuck level pas next level ha prepare potion anton ha special kettle prepare potion second know spell type faster process preparing potion spell type speed preparation time potion spell type cost manapoints change preparation time potion instead spell type immediately prepare potion spell cost manapoints instantly create potion anton use spell type spell second type total manapoints spent exceed consider spell used instantly right anton start prepare potion anton want get next level fast possible interested minimum time need spent order prepare least potion input contains potion anton ha make spell type spell second type second input contains initial second required prepare potion manapoints anton use third contains second take prepare potion spell type used fourth contains manapoints use spell type fifth potion immediately created spell second type used guaranteed decreasing cij sixth contains manapoints required use spell second type guaranteed decreasing dij print minimum time ha spent order prepare potion,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2791,2791,734/D,anton like play chess like programming decided write program play chess find game board simple us infinite instead task faced check whether king check anton know implement asks help consider infinite chess board contains white king black piece rook bishop queen piece supported white king said check least black piece reach cell king move help anton write program given position determines whether white king check remainder chess piece move bishop move cell diagonally leap occupied cell rook move cell horizontally vertically leap occupied cell queen able move cell horizontally vertically diagonally leap input contains single black piece second contains coordinate white king follow contains character type piece position character stand bishop rook queen guaranteed piece occupy position output contains yes without quote white king check without quote otherwise,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2792,2792,734/E,anton growing tree garden case forgot tree connected acyclic undirected graph vertex tree painted black white anton like multicolored tree want change tree vertex color black white change color anton use operation type denote paint vertex tree operation change color vertex vertex shortest path color including example consider tree apply operation paint get following anton interested minimum operation need perform order make color vertex equal input contains single vertex tree second contains colori olori color vertex colori mean vertex initially painted white colori mean initially painted black follow contains pair ii index vertex connected corresponding edge guaranteed pair distinct multiple edge print minimum operation anton ha apply order make vertex tree black vertex tree white,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2793,2793,734/F,anton go school favorite lesson arraystudying usually solves task pretty fast time teacher gave complicated given array length find array mean bitwise mean bitwise usually anton good arraystudying problem hard anton asks help input contains single size array second contains element array third contains element array solution print,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2794,2794,735/A,way rio janeiro ostap kill time playing grasshopper took special box ostap build length cell empty obstacle place grasshopper empty cell small insect another empty cell grasshopper want eat insect ostap know grasshopper able jump empty cell exactly cell away current left right note matter whether intermediate cell empty grasshopper make jump example grasshopper jump neighboring cell grasshopper jump single cell goal determine whether sequence jump grasshopper get initial position cell insect input contains cell length grasshopper jump second contains string length consisting character character mean corresponding cell empty character mean corresponding cell contains obstacle grasshopper jump character mean grasshopper start position finally mean target insect located cell guaranteed character appear exactly exists sequence jump jump length grasshopper get initial position cell insect print yes without quote input otherwise print without quote,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2795,2795,735/B,local authority heard lot combinatorial ability ostap bender decided ask help question urbanization people plan move city wealth equal authority plan build city people second people course candidate settle city thus subset candidate size settle city subset size chosen remaining candidate move second city candidate receive official refuse back home make statistic local region look better eye boss local authority decided pick subset candidate way sum arithmetic mean wealth people city large possible arithmetic mean wealth city sum wealth resident divided depending city division done real without rounding please help authority find optimal way pick resident city input contains candidate want move city planned resident city planned resident second city second contains equal wealth candidate print real value maximum possible sum arithmetic mean wealth city resident answer considered correct absolute relative error doe exceed,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2796,2796,735/C,famous brazil city rio janeiro hold tennis tournament ostap bender want miss event player participating tournament follow knockout rule game mean someone loses game leaf tournament immediately organizer still arranging tournament grid order game happen going play already fixed rule player play game ha already played differs game ha already played course player win game order continue participating tournament tournament started audience bit bored ostap decided find maximum game winner tournament take part assuming rule used unlikely deal problem without help input contains single player participate tournament print maximum game winner tournament take part,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2797,2797,735/D,funt life country specific tax law total income funt year equal n burles amount tax ha pay calculated maximum divisor equal course example funt ha pay burles need pay pay burle funt opportunistic person want cheat bit particular want split initial several part arbitrary even allowed pay tax part separately make part equal reveal condition ni hold ostap bender wonder many money funt ha pay minimal chooses optimal way split part input contains single total year income funt print minimum possible burles funt ha pay tax,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2798,2798,735/E,ostap already settled rio janiero suburb started grow tree garden recall tree connected undirected acyclic graph ostap tree ha vertex want paint vertex tree black vertex least black vertex distance distance vertex tree minimum possible edge path way paint tree large ostap want compute modulo way paint tree considered different exists vertex painted black way painted input contains vertex ostap tree maximum allowed distance nearest black vertex miss unusual constraint next index vertex connected edge guaranteed given graph tree print remainder division way paint tree,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2799,2799,736/D,ostap bender worried people started forget great combinator want show skill combinatorics study permutation length ha list valid pair pair mean allowed place position know permutation use valid pair odd pair want find valid permutation odd remove pair list contains nin element permutation follow containing valid pair guaranteed pair occurs input twice total valid permutation using allowed pair position element odd print valid pair yes ostap remove pair remaining valid permutation odd otherwise print,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,2800,736/E,ostap preparing play chess time prepare thus wa closely monitoring recent chess tournament player participating pair player played exactly game victory give point draw point lose point ostap lazy never try remember outcome game instead computes total point earned player sum point game took part sort value non ascending order remembers list great strategist ostap wonder whether remembers everything correct considers correct exists least tournament result table produce given mean count sum point player sort take element result coincide ostap remembers check table exists input contains participant tournament top result ostap remembers second contains provided non ascending order point earned top participant ostap remembers guaranteed non negative exceed tournament ostap obtain given set using procedure described statement print output otherwise output word yes next provide description valid tournament must character character always located main diagonal position string character position string mean player game way character mean loose mean draw,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2801,2801,737/E,tanya friend gathered together celebrate birthday child celebration including tanya celebration close end last planned attraction gaming machine machine hall numbered child ha list machine want play moreover machine know exact time want play every machine child play machine time evening already every adult want home speed process additionally rent second copy machine rent second copy machine pay burles rent machine use long want long take make every child play according plan budget burles renting additional machine copy machine impossible rent third machine type child interrupt game moment continue later child want play machine allowed rent copy machine child would play part time machine part time copy part could empty interruption change take time performed moment time course child play machine time remember needed save money save money expense child happiness needed minimize latest moment time child end game contains child gaming machine budget renting additional machine second contains j rent price second copy machine follow describes wish child start machine child want play pair xiy tiy mean child want play tiy iy minute xiy iy machine value xiy distinct print minimum time child finish game,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2802,2802,737/F,celebration stack dirty plate nikita kitchen nikita ha wash put dryer dryer plate placed stack plate size increase size plate distinct nikita ha much free space specifically ha place stack plate therefore perform operation take plate top dirty stack wash put intermediate stack take plate top intermediate stack put stack dryer note performing operation plate put order operation given size plate order dirty stack size distinct write program determines whether nikita put plate increasing order dryer able program find sequence operation necessary optimal achieve contains second contains size plate order size distinct print yes solution case second print operation print operation per operation described operation wash top place dirty stack put onto intermediate stack operation move top plate intermediate stack dryer,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2803,2803,739/A,alyona mother want present array non negative alyona array special alyona capricious girl get array inspects subarrays subarray set subsequent element array subarray described element alyona going find mex chosen subarrays mexes girl going find smallest want minimum mex large possible find array element minimum mex chosen alyona subarrays large possible mex set minimum possible non negative contains next information subarrays chosen alyona contains ii describe subarray print single maximum possible minimum mex,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2804,2804,739/B,alyona ha tree vertex root tree vertex vertex alyona wrote positive vertex wrote moreover girl wrote positive every edge tree possibly different different edge let define dist sum written edge simple path vertex control vertex v subtree dist u alyona want settle vertex order want know vertex vertex control contains single second contains written vertex next contains parent vertex tree written edge guaranteed given graph tree print equal vertex vertex control,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
2805,2805,739/C,alyona ha built tower putting small cube top others cube ha size tower non amount cube standing top tower next forming row sometimes alyona chooses segment tower put top tower several cube formally alyouna chooses segment tower add cube top let sequence height tower left right let call segment tower hill following condition hold l addition cube top tower alyona want know maximum width hill width hill tower single tower second cube tower third single addition next contains mean alyona put cube tio tower print print maximum width hill addition,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2806,2806,739/E,gosha hunting goal catch many pokemons possible gosha ha poke ball ultra ball pokemons numbered gosha know throw poke ball pokemon catch probability throw ultra ball pokemon catch probability throw ball type pokemon hunting proceeds follows gosha chooses pokemons throw poke ball pokemons throw ultra ball throw chosen ball chosen pokemons throw ultra ball poke ball pokemon caught caught ball outcome throw depend throw gosha would like know expected pokemons catch act optimal way word would like know maximum possible expected pokemons catch contains pokemons poke ball ultra ball second contains real value probability catching pokemon gosha throw poke ball third contains real value probability catching pokemon gosha throw ultra ball probability given exactly digit decimal separator print maximum possible expected pokemons gosha catch answer considered correct absolute relative error exceed,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
2807,2807,740/A,little girl alyona shop buy copybook school study subject want equal copybook subject type copybook pack shop possible buy copybook ruble pack copybook ruble pack copybook ruble alyona already ha copybook minimum amount ruble pay buy copybook divisible infinitely many pack type shop alyona buy pack different type purchase contains print minimum amount ruble pay buy copybook divisible,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2808,2808,740/B,little alyona celebrating happy birthday mother ha array flower flower ha mood mood flower mood positive negative let define subarray segment consecutive flower mother suggested set subarrays alyona want choose several subarrays suggested mother flower add girl happiness mood multiplied chosen subarrays flower example consider case mother ha flower mood equal suppose mother suggested subarrays girl chooses third fourth subarrays flower add girl happiness chosen subarrays second flower add chosen subarrays third flower add chosen subarrays fourth flower add chosen subarrays fifth flower add chosen subarrays thus total added girl happiness alyona want choose subarrays suggested mother value added happiness would large possible help alyona choose subarrays even suggested mother contains flower subarrays suggested mother second contains flower mood next description subarrays suggested mother ii denoting subarray subarray encounter print single maximum possible value added alyona happiness,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2809,2809,741/A,noticed lovely girl arpa land people arpa land numbered everyone ha exactly crush person crush person crushi someday arpa shouted owf loudly top palace funny game started arpa land rule follows game consists round assume person want start round call crushx say oww wwf letter repeated time cut phone immediately crushx call crushcrushx say oww wwf letter repeated time cut phone immediately round continues person receives owf person called joon joon round round time mehrdad ha evil plan make game funny want find smallest person start round becomes joon joon round starting would become joon joon round find mehrdad possible strange fact arpa land someone crush crushi input contains people arpa land second contains crushi rushi person crush satisfying condition print otherwise print smallest,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2810,2810,741/B,remind girl arpa land really nice mehrdad want invite hose palace dancing party ho ha weight beauty ho friend hose divided friendship group hose friendship group sequence hose friend arpa allowed use amphitheater palace mehrdad party arpa amphitheater hold weight mehrdad greedy want invite hose sum weight greater sum beauty large possible along friendship group either invite hose otherwise hose hurt find mehrdad maximum possible total beauty hose invite get hurt total weight exceed contains hose pair friend maximum total weight invited second contains weight hose third contains beauty hose next pair friend contains xii meaning hose friend note friendship bidirectional pair distinct print maximum possible total beauty hose mehrdad invite get hurt total weight exceed,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2811,2811,741/C,note girl arpa land really attractive arpa love overnight party middle party mehrdad suddenly appeared saw pair friend sitting around table pair consisted boy sitting chair girlfriend sitting chair chair numbered clockwise direction wa exactly person sitting chair type food kooft zahre mar mehrdad wonder wa way serve food guest person exactly type food boy type food girlfriend guest sitting consecutive chair wa different type food note chair considered consecutive find answer mehrdad question wa possible find arrangement food type satisfies condition contains pair guest next contains pair n chair boy pair wa sitting chair girlfriend wa sitting guaranteed wa exactly person sitting chair solution print,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2812,2812,741/D,case somebody missed wonderful girl arpa land arpa ha rooted tree connected acyclic graph consisting vertex vertex numbered vertex root letter written edge tree mehrdad fan dokhtar kosh thing call string dokhtar kosh shuffle character string becomes palindrome asks arpa vertex length longest simple path subtree form dokhtar kosh string contains vertex tree follow letter lowercase english letter inclusively mean edge node letter written edge print length longest simple path subtree vertex form dokhtar kosh string,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2813,2813,741/E,know girl arpa land youe got idea anyone know arpa normal man well sorry explain mehrdad interested reason asked sipa best biology scientist arpa land help sipa ha dna editor sipa put arpa dna editor dna editor showed arpa dna string consisting lowercase english letter sipa ha another dna consisting lowercase english letter belongs normal man option change arpa dna numbered put character put put mehrdad want choose interesting option arpa dna option dna interesting lexicographically smaller mehrdad asked sipa question given interesting option consider option l several interesting option mehrdad want know smallest since sipa biology scientist programmer help contains string arpa dna dna normal man mehrdad question string consist small english letter next describe mehrdad question print interesting option satisfy condition question option satisfying condition question print,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2814,2814,742/A,exists island called arpa land beautiful girl live ugly mehrdad want become minister arpa land arpa ha prepared exam exam ha question given print last digit n mehrdad ha become quite confused want help please help although naive cheat single input contains print single last digit n,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2815,2815,742/B,beautiful girl arpa land mentioned arpa came obvious problem given array count pair index bitwise xor operation see note explanation immediately mehrdad discovered terrible solution nobody trusted arpa need help implement solution problem contains element array second contains element array print single answer problem,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
